id,x,y,ra,dec,r2,flag,u,g,r,i,z,uerr,gerr,rerr,ierr,zerr,e(b-v),u(SExflag),g(SExflag),r(SExflag),i(SExflag),zflag
166352,2935.75,13200.44,34.8496222,-4.9512238,9.78,8,16.6485,15.2936,14.3547,14.2033,13.6731,5.0E-4,2.0E-4,1.0E-4,1.0E-4,1.0E-4,0.02,0,0,0,0,-32768
173338,19041.62,13617.72,34.0144055,-4.92958,5.72,8,16.605,15.3803,14.7797,14.814,14.1691,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0203,2,2,2,3,-32768
179398,1755.87,14458.44,34.9107662,-4.8861947,184.61,8,16.4862,15.0287,14.9089,13.1373,14.9085,7.0E-4,3.0E-4,3.0E-4,1.0E-4,7.0E-4,0.0214,51,51,51,51,-32768
179400,1758.83,13714.38,34.9106373,-4.9246362,189.19,0,99.0,15.0002,14.0385,17.5268,17.2801,99.0,2.0E-4,2.0E-4,0.0015,0.0037,0.021,51,51,51,51,-32768
179401,1749.78,12289.38,34.9111542,-4.9982583,1643.19,8,16.936,14.6919,14.9002,12.7608,15.0327,0.0026,3.0E-4,6.0E-4,1.0E-4,0.0024,0.0209,51,51,51,51,-32768
179751,13506.44,14136.28,34.3014471,-4.9029349,6.09,8,15.4697,15.1171,14.6129,14.899,14.183,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0205,0,0,0,1,-32768
186972,8599.71,14847.66,34.5558865,-4.866208,7.92,8,15.1525,14.7353,14.0575,14.4076,13.7633,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0204,2,2,2,2,-32768
188304,17233.5,14767.44,34.1082022,-4.8702416,7.1,8,17.4227,15.8257,14.9134,14.66,13.7907,0.0010,3.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0193,0,0,0,0,-32768
192894,8893.03,15231.66,34.540676,-4.8463698,6.35,8,16.5506,15.407,14.7139,14.9166,14.1175,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0205,0,0,0,0,-32768
197925,4994.35,15543.76,34.7428205,-4.8302028,6.11,8,15.8671,15.3242,14.7265,14.8424,14.2681,3.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0195,2,2,2,2,-32768
202620,17716.68,15905.97,34.0831874,-4.8114059,5.91,8,16.2787,15.3642,14.8033,14.8693,14.1147,4.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0195,2,2,2,3,-32768
205530,604.56,16177.35,34.9703979,-4.7973508,5.87,8,16.6492,15.5639,14.9367,15.018,14.4183,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0211,0,0,0,1,-32768
208591,15889.52,16780.56,34.1779421,-4.7662721,182.34,8,23.8041,13.18,14.0205,13.5981,20.9956,0.314,1.0E-4,2.0E-4,1.0E-4,0.1097,0.0192,51,51,51,51,-32768
208592,15892.06,16288.21,34.1777972,-4.7917086,57.03,8,27.1898,13.5033,14.2891,14.239,17.0559,3.6207,1.0E-4,2.0E-4,2.0E-4,0.0021,0.019,35,35,35,35,-32768
210649,19126.93,16486.69,34.0100957,-4.7813557,6.06,8,15.4248,15.0895,14.6331,14.8844,14.251,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0209,2,2,2,3,-32768
212562,14732.69,16748.26,34.2379153,-4.7679658,6.6,8,15.6483,14.9296,14.5272,14.8799,14.3041,3.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0195,0,0,0,1,-32768
216088,1005.93,17314.8,34.9495478,-4.7386006,14.47,8,20.6552,15.3175,14.9249,15.1906,15.6792,0.0066,2.0E-4,2.0E-4,2.0E-4,5.0E-4,0.021,3,3,3,3,-32768
218180,5932.77,17155.35,34.6941385,-4.7469566,5.51,8,15.6149,15.4953,14.9987,15.0398,14.5198,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.02,0,0,0,0,-32768
220385,1007.18,17457.45,34.949478,-4.731231,9.91,8,21.0604,15.2863,14.9184,15.345,15.676,0.0077,2.0E-4,2.0E-4,2.0E-4,4.0E-4,0.021,3,3,3,3,-32768
223198,6287.87,17579.22,34.675723,-4.7250628,5.39,8,15.574,15.3442,14.8657,15.1011,14.4014,3.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0201,0,0,0,0,-32768
224703,7840.2,17661.54,34.5952477,-4.7208253,5.42,8,16.0274,15.4092,14.8991,15.1369,14.3698,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0208,0,0,0,1,-32768
229093,7247.26,18044.19,34.6259826,-4.7010509,675.29,0,23.45,22.1245,14.3754,19.228,18.7455,0.2227,0.0576,2.0E-4,0.0087,0.0152,0.0207,51,51,51,51,-32768
229094,7226.42,15205.82,34.6270918,-4.8476941,3610.04,8,16.9594,16.1781,14.2376,15.6171,15.1192,0.0058,0.0023,7.0E-4,0.0032,0.0053,0.0202,50,50,50,50,-32768
238224,4224.46,19327.22,34.7826515,-4.6347209,24.42,8,17.8187,14.5571,14.7103,15.0228,15.1152,0.0017,1.0E-4,3.0E-4,2.0E-4,4.0E-4,0.0198,19,19,19,19,-32768
238422,3953.2,18981.89,34.7967201,-4.6525556,9.31,8,15.2457,14.7123,14.2497,14.2923,13.7764,3.0E-4,1.0E-4,2.0E-4,1.0E-4,2.0E-4,0.0197,2,2,2,2,-32768
240416,4223.17,19155.18,34.7827224,-4.6436087,15.21,8,19.6006,14.5705,14.5605,14.9753,15.1727,0.0034,1.0E-4,3.0E-4,2.0E-4,4.0E-4,0.0196,3,3,3,3,-32768
241218,5911.77,18604.57,34.6952044,-4.6720845,6.7,8,15.3838,14.8937,14.3933,14.6626,14.1505,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0198,0,0,0,1,-32768
241422,18076.02,19160.01,34.0646719,-4.6432823,6.7,8,15.3182,14.909,14.6166,14.7374,14.2647,3.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0198,0,0,0,1,-32768
242376,8858.65,18936.52,34.5424459,-4.6549607,6.18,8,15.6794,15.2233,14.8,14.9888,14.3648,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0206,0,0,0,0,-32768
3693,17430.28,41.83,33.1409863,-4.6977153,8.93,8,15.6286,14.8352,14.1347,14.1596,13.9323,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0203,18,18,18,18,-32768
5048,6689.15,338.63,33.6977844,-4.6824799,8.19,8,15.8409,14.9357,14.3509,14.2642,14.1563,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0215,2,2,2,2,-32768
5050,9188.3,289.93,33.5682343,-4.6850123,9.97,8,15.5113,14.5908,14.0646,13.9915,13.8848,3.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0209,0,0,0,0,-32768
5053,6342.88,205.9,33.7157356,-4.6893331,7.86,8,16.1207,15.5335,14.6211,15.3949,15.1294,5.0E-4,3.0E-4,2.0E-4,4.0E-4,5.0E-4,0.0213,2,2,2,3,-32768
5233,1482.0,323.68,33.9677046,-4.6831413,7.8,8,16.1775,15.8198,14.8273,15.5994,15.3535,5.0E-4,3.0E-4,2.0E-4,4.0E-4,4.0E-4,0.0208,3,3,3,3,-32768
6344,15881.69,522.31,33.2212702,-4.672934,8.57,8,15.1881,14.5814,14.2152,14.2578,14.1873,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0204,2,2,2,2,-32768
9723,7761.3,916.81,33.642203,-4.6526195,7.73,8,16.0068,15.7545,14.6767,15.5208,15.1567,5.0E-4,3.0E-4,2.0E-4,4.0E-4,4.0E-4,0.0214,2,2,2,3,-32768
10161,10487.24,920.33,33.5009016,-4.6524433,9.32,8,17.7544,16.4713,14.9352,15.0438,14.5718,0.0010,4.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0208,0,0,0,1,-32768
12071,15837.4,1083.91,33.2235783,-4.6439214,5.27,8,15.5884,15.3934,14.9999,15.132,14.8239,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0205,0,0,0,0,-32768
14933,5196.6,1474.72,33.7751367,-4.6237646,8.41,8,15.4873,14.7446,14.3153,14.2461,14.2263,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0223,2,2,2,2,-32768
21181,10126.88,1947.84,33.5195827,-4.5993591,7.83,8,16.5307,15.9387,14.8327,15.5708,15.2362,6.0E-4,3.0E-4,2.0E-4,3.0E-4,4.0E-4,0.021,3,3,3,3,-32768
23331,4148.66,2181.51,33.8294406,-4.5872296,8.13,8,16.4402,15.7435,14.484,15.1449,14.9065,6.0E-4,3.0E-4,2.0E-4,3.0E-4,4.0E-4,0.0213,0,0,0,1,-32768
25709,4162.21,2354.23,33.828735,-4.5783068,9.23,8,17.2627,15.9037,14.4588,14.6319,14.2158,7.0E-4,3.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0213,0,0,0,1,-32768
30737,13512.81,2837.53,33.3440942,-4.5533667,5.42,8,15.6583,15.4823,14.9909,15.0339,14.7895,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0201,2,2,2,2,-32768
32490,10983.51,3041.11,33.4751862,-4.5428728,8.09,8,15.7959,15.0409,14.4264,14.3986,14.2608,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0205,2,2,2,2,-32768
41753,17123.95,3920.74,33.1569646,-4.4973284,8.16,8,15.624,14.879,14.2955,14.4478,14.0906,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0194,0,0,0,0,-32768
42084,10495.48,3828.04,33.5004822,-4.502218,8.98,8,16.7528,15.928,14.6323,15.3909,14.7447,7.0E-4,3.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0212,3,3,3,3,-32768
43854,18331.71,4026.23,33.0943782,-4.4918425,8.7,8,15.8231,15.6417,14.5565,15.4587,15.2588,4.0E-4,2.0E-4,2.0E-4,3.0E-4,5.0E-4,0.0191,0,0,0,1,-32768
44241,18852.49,4176.28,33.0673948,-4.4840737,8.9,8,16.4203,15.8131,14.7437,15.6152,15.1715,5.0E-4,3.0E-4,2.0E-4,3.0E-4,4.0E-4,0.0189,3,3,3,3,-32768
50620,16955.4,4662.92,33.1657178,-4.4589887,7.76,8,15.5201,15.1676,14.5148,14.8921,14.4202,4.0E-4,2.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0196,2,2,2,2,-32768
55879,3954.96,5377.61,33.8394177,-4.4221008,11.48,8,16.3868,14.9717,14.0688,13.7407,13.4796,5.0E-4,2.0E-4,1.0E-4,1.0E-4,1.0E-4,0.0215,0,0,0,0,-32768
56399,1984.19,5299.54,33.9415419,-4.4260867,6.01,8,16.6442,15.4731,14.8545,14.8084,14.606,6.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0193,0,0,0,0,-32768
57513,8799.17,5558.88,33.58839,-4.412793,7.03,8,15.1699,14.8569,14.4942,14.577,14.1128,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0224,0,0,0,0,-32768
58107,1721.72,5528.85,33.9551368,-4.4142319,5.73,8,15.5137,15.1281,14.8309,14.922,14.604,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0191,0,0,0,0,-32768
61238,3664.58,5672.96,33.8544588,-4.4068355,5.43,8,15.8779,15.4623,14.9892,15.0642,14.8603,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0212,0,0,0,0,-32768
70022,15280.84,6562.48,33.2525321,-4.3608866,8.89,8,15.2205,14.5862,14.0363,14.1061,13.9577,2.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0202,2,2,2,2,-32768
71362,5398.23,6662.08,33.764609,-4.355764,6.76,8,15.6112,15.0198,14.5967,14.6278,14.5624,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0216,0,0,0,1,-32768
72765,4315.35,6842.77,33.8207153,-4.3464097,11.53,8,17.144,15.4958,14.4749,13.7504,13.1564,8.0E-4,2.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0211,0,0,0,0,-32768
76852,11131.04,7238.93,33.4675611,-4.3259888,8.52,8,15.5049,14.8598,14.4002,14.3864,14.4281,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0238,2,2,2,2,-32768
90483,12604.52,8298.99,33.3912248,-4.2712079,8.59,8,15.39,14.8072,14.2995,14.3756,14.4114,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0209,2,2,2,2,-32768
95138,12632.06,8902.34,33.3898042,-4.2400349,9.91,8,14.8695,14.4312,14.0708,14.146,14.1631,3.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0205,0,0,0,0,-32768
99309,17206.6,9074.36,33.1528145,-4.2310646,8.63,8,16.4771,15.1523,14.4319,14.2734,14.1779,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0204,0,0,0,1,-32768
99936,7170.15,9109.93,33.6727751,-4.2293138,5.44,8,15.811,15.4615,14.9411,15.1269,14.9233,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0223,0,0,0,0,-32768
104203,9439.88,9672.34,33.5551853,-4.2002663,9.66,8,15.7984,14.9008,14.0331,14.1205,13.9675,4.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.024,0,0,0,0,-32768
105162,10182.78,9701.64,33.5166986,-4.1987524,7.49,8,16.2509,15.2887,14.4925,14.5195,14.3813,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0238,0,0,0,0,-32768
108396,17931.36,10043.99,33.1152957,-4.1809488,8.17,8,15.1205,14.5688,14.2605,14.188,14.266,2.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0208,0,0,0,0,-32768
111739,1510.27,10295.27,33.9659598,-4.1679688,8.82,8,15.8858,14.9802,14.3648,14.2028,14.1771,4.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0221,0,0,0,1,-32768
117045,13905.5,10713.8,33.3238559,-4.1464275,7.64,8,16.0236,15.1856,14.5804,14.5281,14.3723,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0212,0,0,0,0,-32768
118133,17730.93,10818.23,33.1256995,-4.1409532,9.54,8,16.1441,14.9842,14.1027,13.8887,13.7115,4.0E-4,2.0E-4,1.0E-4,1.0E-4,2.0E-4,0.021,2,2,2,2,-32768
123942,9121.7,11282.66,33.5716657,-4.1170663,7.94,8,15.7188,14.9793,14.3519,14.4169,14.3128,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0231,0,0,0,0,-32768
126815,18825.88,10951.98,33.0689865,-4.1340108,57.32,8,25.2705,13.757,14.8886,13.9701,20.7199,0.7502,1.0E-4,3.0E-4,1.0E-4,0.0645,0.0213,51,51,51,51,-32768
126816,18828.75,11117.87,33.0688431,-4.1254401,25.35,8,23.2104,14.0812,14.1227,13.7265,99.0,0.0993,1.0E-4,2.0E-4,1.0E-4,99.0,0.0214,35,35,35,35,-32768
126820,5281.95,11686.28,33.7705582,-4.0961809,7.92,8,15.4669,14.8259,14.2959,14.243,13.9889,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0217,0,0,0,0,-32768
127997,4197.69,11627.15,33.8267221,-4.0992179,8.52,8,15.297,14.8382,14.3736,14.2749,14.1975,3.0E-4,1.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0225,2,2,2,2,-32768
132138,9956.79,12003.45,33.5284084,-4.0798259,9.4,8,15.3408,14.5169,14.0348,14.1347,13.9955,3.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0224,2,2,2,2,-32768
134248,4650.23,12053.29,33.8032739,-4.0772091,5.95,8,16.3323,15.5974,14.8692,14.8386,14.5074,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.022,0,0,0,0,-32768
134971,13961.5,12071.38,33.320975,-4.0762861,5.88,8,15.8447,15.4713,14.9458,15.0088,14.5813,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0226,2,2,2,2,-32768
137426,18664.94,12318.41,33.077365,-4.0634193,6.16,8,15.2467,14.9504,14.5998,14.6351,14.5757,2.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0219,0,0,0,1,-32768
138743,1688.19,12523.47,33.9566825,-4.0528534,9.4,8,15.5132,14.8006,14.1322,14.1094,14.1086,3.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0209,0,0,0,1,-32768
141067,16913.59,12820.37,33.1680869,-4.0375327,8.33,8,15.5075,14.8868,14.3098,14.2433,14.0868,3.0E-4,1.0E-4,2.0E-4,1.0E-4,2.0E-4,0.0218,3,3,3,3,-32768
143064,9629.62,12834.27,33.5453548,-4.0369005,8.63,8,15.3389,14.7601,14.3153,14.3151,14.2989,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0225,0,0,0,1,-32768
143526,12673.35,12764.83,33.3877045,-4.0404739,5.67,8,16.5356,15.6162,14.972,14.9833,14.7203,5.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0221,0,0,0,0,-32768
151841,1449.68,13431.76,33.9690102,-4.0059204,6.82,8,17.5607,15.8462,14.9006,14.6073,14.3706,8.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0202,0,0,0,1,-32768
158938,8186.38,13720.16,33.6201032,-3.9911266,5.62,8,15.9338,15.4133,14.7946,15.0104,14.8085,5.0E-4,2.0E-4,3.0E-4,3.0E-4,6.0E-4,0.0228,51,51,51,51,-32768
160236,1060.18,13954.1,33.9891667,-3.9789232,75.46,8,23.5909,14.1096,14.1327,12.7779,99.0,0.2644,2.0E-4,2.0E-4,1.0E-4,99.0,0.0204,51,51,51,51,-32768
161265,18159.49,14265.08,33.1036011,-3.9628603,5.74,8,16.8761,15.5443,14.9218,14.7458,14.492,7.0E-4,3.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0231,2,2,2,2,-32768
161535,3522.14,14338.02,33.8616565,-3.9591467,7.63,8,15.0565,14.8476,14.406,14.438,14.3811,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0207,2,2,3,2,-32768
166623,15985.86,14581.0,33.216175,-3.9465903,7.88,8,17.9124,16.0966,14.8905,14.429,13.8986,0.0014,3.0E-4,3.0E-4,2.0E-4,2.0E-4,0.0231,2,2,3,2,-32768
168350,19211.11,14872.23,33.0491609,-3.931462,8.23,8,19.0966,14.8424,14.4647,15.2644,14.4597,0.0031,2.0E-4,2.0E-4,4.0E-4,5.0E-4,0.0222,3,3,3,3,-32768
168509,19210.62,14975.19,33.0491895,-3.9261427,7.52,8,20.5176,15.0978,14.7748,15.5417,14.4171,0.0079,2.0E-4,2.0E-4,5.0E-4,4.0E-4,0.0222,3,3,3,3,-32768
169863,19210.47,15004.48,33.0491983,-3.9246296,12.76,8,20.4025,14.5587,14.4328,14.774,14.1599,0.0107,2.0E-4,2.0E-4,3.0E-4,5.0E-4,0.0222,3,3,3,3,-32768
169984,1080.87,15062.89,33.9880627,-3.9216389,9.36,8,15.5867,14.8171,14.2316,14.1907,14.2188,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.021,0,0,1,1,-32768
170433,3167.64,15146.89,33.8799975,-3.9173495,7.75,8,15.8058,14.9445,14.3926,14.4706,14.4402,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0213,0,0,0,0,-32768
172480,14019.64,15074.69,33.3180086,-3.9211173,6.38,8,16.1589,15.3262,14.9747,14.8756,14.8599,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0217,2,2,3,3,-32768
176834,4400.61,15684.21,33.8161378,-3.8896123,6.23,8,15.4282,15.0855,14.6929,14.7931,14.5182,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0224,3,3,3,3,-32768
176877,9944.96,15658.04,33.5290245,-3.8910083,6.37,8,15.3416,15.087,14.6981,14.8377,14.7501,3.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0232,2,2,2,2,-32768
182073,12841.69,16034.08,33.3790209,-3.8715643,6.04,8,15.7939,15.2651,14.8458,14.8837,14.5862,4.0E-4,2.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0226,2,2,3,2,-32768
185957,2528.8,16310.38,33.9130511,-3.857225,6.93,8,15.6144,15.125,14.6053,14.6534,14.5946,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0219,2,3,3,3,-32768
187884,15500.33,16627.98,33.2413603,-3.8408433,11.32,8,15.2394,14.5122,14.1856,13.9597,13.9255,3.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0225,0,0,0,0,-32768
188606,1837.66,16568.27,33.9488322,-3.8438851,12.56,8,17.028,15.5784,14.6106,13.7151,13.125,7.0E-4,2.0E-4,2.0E-4,1.0E-4,1.0E-4,0.022,0,0,0,0,-32768
193456,16045.38,16940.93,33.2131441,-3.8246651,10.53,8,17.5938,15.6612,14.7872,13.9912,13.3899,9.0E-4,2.0E-4,2.0E-4,1.0E-4,1.0E-4,0.0224,2,2,2,2,-32768
193909,12839.14,17024.57,33.3791638,-3.8203913,7.47,8,15.7893,15.009,14.4645,14.4948,14.2677,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.024,0,0,0,0,-32768
198143,3479.45,17332.52,33.8638036,-3.8044373,6.0,8,15.757,15.3202,14.8952,14.8709,14.686,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0223,2,2,2,3,-32768
199278,12866.98,17436.11,33.3777268,-3.7991293,7.04,8,16.2268,15.2676,14.4889,14.5858,14.1668,4.0E-4,2.0E-4,2.0E-4,2.0E-4,3.0E-4,0.0245,0,0,0,0,-32768
209220,6808.77,18340.3,33.6914063,-3.7524185,6.07,8,16.1468,15.4527,14.799,14.8458,14.6528,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0251,0,0,0,0,-32768
210083,8874.48,18368.63,33.5844523,-3.7509666,6.09,8,16.5709,15.6217,14.9757,14.9189,14.649,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0243,0,0,0,1,-32768
215803,4837.79,19066.31,33.7934427,-3.7148877,9.19,8,15.842,14.7716,14.138,13.9996,13.5831,3.0E-4,1.0E-4,2.0E-4,1.0E-4,1.0E-4,0.0228,2,2,2,2,-32768
217775,4433.94,18580.19,33.8143595,-3.7399958,6.31,8,16.1288,15.3655,14.6746,14.742,14.2713,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0227,0,0,0,0,-32768
218234,15841.53,18801.19,33.2237385,-3.7285623,6.94,8,16.2355,15.4403,14.8254,14.7139,14.6324,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0234,0,0,0,0,-32768
5908,9600.74,94.16,33.5468599,-5.6284601,8.47,8,15.1468,14.6587,14.3126,14.3875,14.2472,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0226,0,0,0,0,-32768
8831,7787.69,822.29,33.6409788,-5.5908345,10.57,8,15.9598,15.3746,14.1425,14.7995,14.3206,5.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0217,2,2,2,2,-32768
11114,13426.38,1108.01,33.3482684,-5.5760496,7.93,8,14.7529,14.5049,14.1376,14.3019,13.9226,2.0E-4,1.0E-4,1.0E-4,2.0E-4,1.0E-4,0.0257,2,2,2,2,-32768
26085,9448.81,2331.55,33.5547452,-5.5128683,7.65,8,15.5473,14.9392,14.488,14.5959,14.359,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0209,2,2,2,2,-32768
26567,12001.01,2299.2,33.4222715,-5.5145275,6.38,8,16.1526,15.8566,14.9765,15.6988,15.1561,5.0E-4,3.0E-4,2.0E-4,4.0E-4,4.0E-4,0.0219,2,2,2,2,-32768
27789,17587.96,2256.0,33.1322824,-5.5166308,7.78,8,15.1168,14.6702,14.2986,14.5074,14.1911,2.0E-4,1.0E-4,1.0E-4,1.0E-4,2.0E-4,0.0283,2,2,2,2,-32768
28775,12702.71,2929.69,33.3858575,-5.4819456,28.22,8,17.0475,15.3681,14.5257,14.3484,13.931,0.0012,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0223,2,2,2,2,-32768
29477,15572.97,2621.99,33.2368774,-5.4977852,8.81,8,18.2932,15.7569,14.6623,14.3586,13.8653,0.0015,2.0E-4,1.0E-4,1.0E-4,1.0E-4,0.0264,0,0,0,0,-32768
31834,151.65,2806.38,34.037289,-5.4881336,7.08,8,15.8291,15.2514,14.6415,14.5714,14.4476,7.0E-4,3.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0221,0,0,0,0,-32768
38292,6951.52,3402.34,33.6843559,-5.4575302,5.16,8,15.6816,15.4048,14.9794,15.2052,14.6448,3.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0196,2,2,2,2,-32768
40308,13205.43,3699.51,33.3597765,-5.4421658,6.5,8,15.3616,14.9887,14.428,14.6856,14.1613,3.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0224,0,0,0,0,-32768
42106,3955.55,3841.67,33.8398373,-5.434776,9.84,8,15.743,15.0878,14.0417,14.7663,14.4718,5.0E-4,2.0E-4,1.0E-4,2.0E-4,3.0E-4,0.0207,2,3,3,3,-32768
42837,2423.78,3558.61,33.9193408,-5.4493558,7.47,8,15.7652,15.0881,14.5678,14.5248,14.2424,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0222,34,34,34,34,-32768
43607,7281.83,3838.8,33.6672082,-5.4349838,6.08,8,16.6469,15.535,14.9004,14.9098,14.4798,5.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0195,0,0,0,0,-32768
45241,65.92,4079.98,34.0416867,-5.4223316,0.0,0,99.0,99.0,14.0278,99.0,99.0,99.0,99.0,2.0E-4,99.0,99.0,0.0214,1,1,0,1,-32768
47427,4088.26,4184.52,33.8329416,-5.417066,6.69,8,16.4746,15.8589,14.7805,15.4307,14.994,6.0E-4,3.0E-4,2.0E-4,3.0E-4,3.0E-4,0.0205,0,0,0,0,-32768
56400,7325.29,5062.18,33.6649408,-5.3717782,6.4,8,15.5375,15.1233,14.78,14.8654,14.4621,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0196,2,2,2,2,-32768
62672,7321.05,5638.57,33.6651549,-5.3419982,7.4,8,15.8761,15.2147,14.6554,14.5731,14.1731,4.0E-4,2.0E-4,2.0E-4,2.0E-4,2.0E-4,0.0193,0,0,0,0,-32768
65389,18676.47,5968.15,33.0759256,-5.3248065,7.41,0,24.1932,22.7099,14.6297,21.0093,20.7312,0.2617,0.0565,2.0E-4,0.0307,0.0377,0.02,35,51,35,35,-32768
65470,1978.19,5910.96,33.94239,-5.3278082,6.16,8,15.5067,15.1351,14.6102,14.8287,14.2941,3.0E-4,2.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0213,0,0,0,0,-32768
69347,2029.35,6395.31,33.9397201,-5.3027864,6.98,8,14.9429,14.8137,14.4761,14.595,14.1715,2.0E-4,1.0E-4,1.0E-4,2.0E-4,2.0E-4,0.0215,2,2,2,2,-32768
