CATAID,COSMOS_ID_06,COSMOS_ID_08,COSMOS_ID_13,RA,DEC,r_mag
6150528,937829,580967.0,63711.0,149.973668527511,1.88052014442895,14.79101885544317
6148664,0,570025.0,83450.0,149.916615358604,1.95350223448862,14.320853041140595
6148109,0,567245.0,45015.0,150.182618354106,1.80727869581899,14.546867152510352
6147796,0,565753.0,46965.0,150.138996384346,1.81844787385923,14.38219044983039
6147615,0,565167.0,47268.0,150.062197075036,1.82177652981485,14.246195324246507
6147490,0,564442.0,48819.0,150.116380097967,1.82663915684133,14.331308957320772
6147213,909322,561931.0,53684.0,150.09386215531,1.8452551116241,14.490166999363034
6147061,0,562136.0,53621.0,150.181903699122,1.84225487007259,14.865893853416665
6146836,906535,561393.0,54937.0,150.074860730807,1.84853952696475,14.731616722324134
6145385,0,553178.0,70083.0,150.223238017425,1.90325341320642,14.783995134734802
6145248,0,552142.0,70525.0,150.184895775753,1.90877360771265,14.020176868641116
6145217,892657,552247.0,72494.0,150.134064536658,1.90869321846956,14.876300890418563
6143505,875902,540879.0,45364.0,150.358524203667,1.81296679751836,14.794184574498097
6142833,869962,536976.0,52059.0,150.351120423212,1.83852671993757,14.786758447239244
6142562,867693,535962.0,54679.0,150.281306115597,1.8500858198006,14.310484313308635
6141814,0,531902.0,62916.0,150.359205922212,1.87645912330616,14.861667265563128
6138595,834884,514175.0,-9999.0,150.545722452059,1.82614426335083,14.999766052411942
6138399,-9999,-9999.0,-9999.0,150.534288895216,1.83100981593259,14.386628039359906
6137586,827852,509822.0,57311.0,150.506837805634,1.85636021533608,14.453029266081671
6137046,823968,507499.0,62350.0,150.500148144207,1.87402635040891,14.639056534324432
6136920,0,506035.0,64111.0,150.511759425932,1.88468617003086,14.094077128914755
6134210,808793,499366.0,78448.0,150.402629781176,1.93188271885071,14.664364754115795
6134065,807829,498025.0,82009.0,150.544369927943,1.94376383625116,14.720938938815088
6133975,0,498540.0,79715.0,150.413637898698,1.94005431758588,14.48826207470293
6133617,804617,496807.0,83936.0,150.515409827347,1.9511282708592,14.766428695578092
6132966,0,494199.0,44509.0,150.574059560008,1.80482128816452,14.698084166026945
6132815,0,492643.0,-9999.0,150.568784459121,1.81828994982737,14.57022717001994
6131948,-9999,-9999.0,-9999.0,150.643767371159,1.80630606669804,14.038972390215172
6129838,0,486562.0,59695.0,150.623544465557,1.86933066044147,14.206526539959974
6129713,0,485028.0,62231.0,150.593239909983,1.87972255417996,14.13924969340858
6129018,774474,482875.0,67791.0,150.639838224042,1.89515595003736,14.816228876294865
6127822,-9999,-9999.0,78317.0,150.599932275508,1.93615582873522,14.702643114848776
6027655,2818246,1749136.0,308271.0,149.697354218802,2.70134908199964,14.970684539956416
6027606,0,1654491.0,299772.0,150.243730288747,2.67375724033201,14.802988073297122
6027564,0,1603710.0,301625.0,150.646009760118,2.68059787588675,14.723374421585227
6027522,0,1537345.0,236771.0,149.598500663406,2.46194297092656,14.006945688328123
6027413,2226129,1386772.0,254865.0,150.577916442167,2.51722213040886,14.705457400114945
6027327,0,1258797.0,209607.0,150.003449316314,2.37034505744538,14.380655204259163
6027272,0,1213628.0,204287.0,150.241609463079,2.3505113260678,14.289600211194731
6027235,-9999,-9999.0,188020.0,150.562879212756,2.31634591841831,14.013946536134874
6027099,1629453,1013266.0,147190.0,150.204051396664,2.16332419548187,14.33938834018884
6027077,-9999,-9999.0,131312.0,150.201868731101,2.12630305461294,14.604003115816724
