IAUNAME,SOURCEID,CUEVENTID,FRAMESETID,RA2000,DEC2000,L,B,LAMBDA,ETA,PRIORSEC,UMGPNT,UMGPNTERR,GMRPNT,GMRPNTERR,RMIPNT,RMIPNTERR,IMZPNT,IMZPNTERR,UMGEXT,UMGEXTERR,GMREXT,GMREXTERR,RMIEXT,RMIEXTERR,IMZEXT,IMZEXTERR,MERGEDCLASSSTAT,MERGEDCLASS,PSTAR,PGALAXY,PNOISE,PSATURATED,EBV,AU,AG,AR,AI,AZ,UMJD,UPETROMAG,UPETROMAGERR,UAPERMAG3,UAPERMAG3ERR,UAPERMAG4,UAPERMAG4ERR,UAPERMAG6,UAPERMAG6ERR,UAPERMAGNOAPERCORR3,UAPERMAGNOAPERCORR4,UAPERMAGNOAPERCORR6,UHLCORSMJRADAS,UGAUSIG,UELL,UPA,UERRBITS,UAVERAGECONF,UCLASS,UCLASSSTAT,UPPERRBITS,USEQNUM,UXI,UETA,GMJD,GPETROMAG,GPETROMAGERR,GAPERMAG3,GAPERMAG3ERR,GAPERMAG4,GAPERMAG4ERR,GAPERMAG6,GAPERMAG6ERR,GAPERMAGNOAPERCORR3,GAPERMAGNOAPERCORR4,GAPERMAGNOAPERCORR6,GHLCORSMJRADAS,GGAUSIG,GELL,GPA,GERRBITS,GAVERAGECONF,GCLASS,GCLASSSTAT,GPPERRBITS,GSEQNUM,GXI,GETA,RMJD,RPETROMAG,RPETROMAGERR,RAPERMAG3,RAPERMAG3ERR,RAPERMAG4,RAPERMAG4ERR,RAPERMAG6,RAPERMAG6ERR,RAPERMAGNOAPERCORR3,RAPERMAGNOAPERCORR4,RAPERMAGNOAPERCORR6,RHLCORSMJRADAS,RGAUSIG,RELL,RPA,RERRBITS,RAVERAGECONF,RCLASS,RCLASSSTAT,RPPERRBITS,RSEQNUM,RXI,RETA,IMJD,IPETROMAG,IPETROMAGERR,IAPERMAG3,IAPERMAG3ERR,IAPERMAG4,IAPERMAG4ERR,IAPERMAG6,IAPERMAG6ERR,IAPERMAGNOAPERCORR3,IAPERMAGNOAPERCORR4,IAPERMAGNOAPERCORR6,IHLCORSMJRADAS,IGAUSIG,IELL,IPA,IERRBITS,IAVERAGECONF,ICLASS,ICLASSSTAT,IPPERRBITS,ISEQNUM,IXI,IETA,ZMJD,ZPETROMAG,ZPETROMAGERR,ZAPERMAG3,ZAPERMAG3ERR,ZAPERMAG4,ZAPERMAG4ERR,ZAPERMAG6,ZAPERMAG6ERR,ZAPERMAGNOAPERCORR3,ZAPERMAGNOAPERCORR4,ZAPERMAGNOAPERCORR6,ZHLCORSMJRADAS,ZGAUSIG,ZELL,ZPA,ZERRBITS,ZAVERAGECONF,ZCLASS,ZCLASSSTAT,ZPPERRBITS,ZSEQNUM,ZXI,ZETA,PRIMARY_SOURCE
VST-ATLAS J033004.58-273830.60,730240444446,22911,730144555093,52.51907050879678,-27.64183468922083,223.15177760530577,-54.93564904419019,-40.7929459873333,-174.70708118953257,0,1.5984535,0.0053357533,0.77235603,0.0012351576,0.26413727,0.0010890899,0.20768166,0.0016043239,1.4861069,0.0053357533,0.81991005,0.0012351576,0.44113445,0.0010890899,0.16907024,0.0016043239,0.52012855,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008554589,0.04409891,0.032447554,0.023533674,0.017844873,0.012652237,,16.530687,0.0058217254,16.519968,0.0052463314,16.517878,0.004936083,16.509527,0.005373711,16.9121,16.711458,16.550526,0.3783306,4.450131,0.043399096,51.812923,0,105.49355,-1,-1.43429375E-8,,35,0.0,0.0,,14.916431,8.767236E-4,14.9215145,9.727651E-4,14.923649,8.776479E-4,14.926313,8.169254E-4,15.425993,15.193747,14.986224,0.51075596,7.212028,0.07999843,75.55849,0,102.72179,-1,-0.275483,,163,-0.11151188,-0.055324852,,14.125611,7.236563E-4,14.1491585,7.611455E-4,14.148663,6.98489E-4,14.1491585,6.547349E-4,14.606083,14.4087925,14.207931,0.6480419,7.607441,0.10935801,68.03486,0,101.84557,-1,0.64147514,,199,-0.17357595,-0.15535338,,13.854528,8.031495E-4,13.885021,7.789572E-4,13.883151,7.448737E-4,13.883316,7.255669E-4,14.164948,14.053147,13.916622,0.43627274,6.466321,0.097800255,81.362015,0,102.05021,-1,0.8266382,,293,-0.10984079,-0.039764974,,13.678094,0.001542732,13.67734,0.0014025265,13.675125,0.0013478472,13.675188,0.0014120825,13.995878,13.8602085,13.714061,0.34911197,5.384596,0.051437497,95.08533,0,103.80655,-1,0.35690218,,123,-0.1351311,-0.06061222,1
VST-ATLAS J033022.95-273652.36,730240444459,22911,730144555093,52.59561164232812,-27.614543729661467,223.1225833253849,-54.86450356525864,-40.865770528791295,-174.69871611173093,0,1.0681868,0.00498196,0.5232048,0.0015444867,0.17245388,0.001487568,0.11815548,0.0023327232,0.9558401,0.00498196,0.5707588,0.0015444867,0.34945107,0.001487568,0.07954407,0.0023327232,1.8766153,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008573307,0.0441954,0.03251855,0.023585167,0.017883917,0.0126799205,,16.379139,0.0052271,16.361046,0.004845014,16.362032,0.0045485487,16.359373,0.0048907776,16.753178,16.555614,16.400372,0.37603378,4.4215875,0.045297027,39.01794,0,102.97741,-1,0.04899683,,48,0.0,0.0,,15.293775,0.0010562349,15.292859,0.0011600731,15.292864,0.0010473011,15.293872,9.830539E-4,15.797338,15.562962,15.353783,0.4935334,6.755403,0.0672425,77.50789,0,101.853165,-1,0.1664618,,203,0.0070009483,0.0042479904,,14.757284,9.965791E-4,14.769654,0.001019642,14.766846,9.381323E-4,14.766277,8.9624024E-4,15.226579,15.026976,14.825049,0.6236681,6.8798156,0.088187754,69.792725,0,100.79475,-1,1.439334,,246,-0.021473683,-0.009647382,,14.578638,0.0011436739,14.5972,0.0010831384,14.591848,0.0010400426,14.590489,0.0010421284,14.877128,14.761845,14.6237955,0.42622817,5.650054,0.056841135,82.3086,0,101.84358,-1,2.0584106,,340,0.01597983,0.006804865,,14.50176,0.0023816847,14.479045,0.0020660127,14.472277,0.002020554,14.475904,0.0022958163,14.797584,14.65736,14.514777,0.32231933,4.8681536,0.046565115,95.31061,0,106.33178,-1,0.7170847,,147,0.016211133,-0.005220044,1
VST-ATLAS J033209.12-280454.08,730240443827,22911,730144555092,53.03799122421144,-28.081688986480508,224.02143282496198,-54.545892403935014,-40.99940213794129,-173.91187332171242,0,1.2652817,0.0051555336,0.58062935,0.0013948958,0.19086647,0.0013541224,0.10516262,0.00208229,1.1876373,0.0051555336,0.5939369,0.0013948958,0.36997795,0.0013541224,0.097213745,0.00208229,6.482378,-1,0.99981904,1.7143675E-4,9.524265E-6,0.0,0.0077398065,0.039898705,0.029357087,0.021292208,0.016145237,0.011447174,,16.641655,0.0058035976,16.613712,0.0050501544,16.616104,0.004785181,16.62131,0.0053447024,17.007391,16.811102,16.65909,0.41214702,4.16149,0.09681934,38.7053,0,49.671036,-1,-0.032497734,4194432,2,0.0,0.0,,15.333464,9.14346E-4,15.348431,0.0010370465,15.340157,9.368267E-4,15.331614,8.758313E-4,15.819754,15.589026,15.3839655,0.5296377,6.2733426,0.07806766,82.56979,0,45.9715,-1,0.66300225,4194432,12,-0.013302199,0.009212698,,14.72518,8.5797685E-4,14.767801,9.328821E-4,14.747312,8.487584E-4,14.729762,8.0086576E-4,15.225817,15.003548,14.782572,0.6403744,6.452134,0.1236614,64.20338,0,42.953964,-1,2.5667,4194432,11,0.033054806,0.09838464,,14.511472,9.7221014E-4,14.576935,9.815185E-4,14.538598,9.2654885E-4,14.513446,9.119093E-4,14.855839,14.707515,14.548466,0.47019228,5.387455,0.1156137,72.137054,0,45.29768,-1,1.6433039,4194432,25,0.024080535,0.11276147,,14.391235,0.0019706164,14.471772,0.001836451,14.40669,0.0017537315,14.36494,0.0019017034,14.758625,14.583671,14.404829,0.56441545,4.8789144,0.12687129,54.34877,0,43.92158,1,10.375008,4194432,7,0.015531486,0.12466217,1
VST-ATLAS J033149.52-280251.24,730240443833,22911,730144555092,52.95632623226926,-28.047565800114064,223.94550468949083,-54.61238196546479,-40.95133251349507,-173.99613104413913,0,1.8740082,0.0054013478,0.8951731,0.0010439573,0.29221153,9.0422673E-4,0.22036552,0.0012765045,1.7963638,0.0054013478,0.90848064,0.0010439573,0.471323,9.0422673E-4,0.21241665,0.0012765045,-0.34639004,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008029006,0.04138953,0.030454021,0.022087796,0.016748507,0.0118749,,16.724241,0.006255468,16.702803,0.005337781,16.702803,0.005067286,16.706984,0.0057261055,17.096481,16.897799,16.744766,0.44264275,4.286216,0.12800431,45.598866,0,101.39316,-1,-0.27952638,,8,0.0,0.0,,14.814139,7.369359E-4,14.8287945,8.262284E-4,14.830558,7.4865425E-4,14.830291,6.9617416E-4,15.3001175,15.079428,14.882643,0.52865726,7.1261706,0.08204532,75.525024,0,100.11553,-1,-0.5367792,,39,-0.034570985,-0.01716509,,14.13844,6.5743324E-4,13.933621,6.381172E-4,13.933028,5.8359926E-4,13.936198,5.441136E-4,14.391637,14.189265,13.989008,0.18900266,5.3175917,0.033934116,69.06375,0,100.09496,-1,-0.1883034,16,48,-0.041508507,0.01716855,,13.606834,6.4840174E-4,13.64141,6.4065E-4,13.638291,6.112379E-4,13.635815,5.903106E-4,13.920314,13.807208,13.670835,0.42478347,6.6661654,0.12121385,82.305855,0,101.73518,-1,0.57113314,,74,-0.050607212,-0.08904649,,13.4168415,0.0012076978,13.421044,0.0011040975,13.419333,0.001066287,13.420933,0.0010903763,13.707897,13.596314,13.460822,0.3715824,5.574521,0.08464348,81.82227,0,102.742004,-1,0.121776216,,28,-0.021488674,-0.07101533,1
VST-ATLAS J033101.62-274234.34,730240444972,22911,730144555094,52.75674320091354,-27.70953997024077,223.32267753829416,-54.73766132652293,-40.9497718323931,-174.50096853544272,0,0.84782887,0.00418509,0.40671635,0.0014654503,0.08910465,0.0014904578,0.11258221,0.0023969335,0.7461748,0.00418509,0.4543562,0.0014654503,0.25393772,0.0014904578,0.08174324,0.0023969335,-3.8585255,-1,0.99981904,9.524265E-6,1.7143675E-4,0.0,0.0082769925,0.0426679,0.03139463,0.022770006,0.017265806,0.012241672,,16.068403,0.0041628624,16.046871,0.004045578,16.046291,0.0037721137,16.044102,0.0039375816,16.435717,16.238117,16.08523,0.39995247,4.5301194,0.040506423,33.026134,0,100.79419,-1,0.5354394,,30,0.0,0.0,,15.515276,0.0011215688,15.199042,0.0010715746,15.209416,9.718542E-4,15.217696,9.105868E-4,15.689542,15.46755,15.268411,0.0,5.1697826,0.011966944,102.47098,0,50.01975,-1,-1.4056684,4194448,122,-0.047534302,-0.03201614,,14.830258,9.6894783E-4,14.792326,9.99636E-4,14.8129425,9.30415E-4,14.834109,8.99026E-4,15.235186,15.06029,14.881357,0.48612395,6.052254,0.07485342,69.19362,0,49.028088,-1,-2.171491,4194432,169,-0.08482975,-0.031210218,,14.7099905,0.001148265,14.703221,0.0011055281,14.706292,0.0010681133,14.70593,0.0010780813,14.981248,14.876977,14.744062,0.35755494,5.057545,0.030614138,70.92792,0,50.206665,-1,-2.8281705,4194432,242,-0.021230338,-0.009136219,,14.667007,0.0024205225,14.590639,0.0021267575,14.611786,0.002121926,14.623775,0.0024552788,14.899505,14.792537,14.662144,0.0,4.205723,0.05067724,134.41762,0,50.75919,0,-2.1758597,4194432,86,7.7991624E-4,0.02800417,1
VST-ATLAS J033037.66-273747.54,730240444991,22911,730144555094,52.65693582160804,-27.629871503662937,223.1631229917006,-54.81310155309687,-40.90726420749056,-174.64807969603166,0,1.2472639,0.0049995543,0.62811375,0.0013889255,0.21992207,0.0012868721,0.15292835,0.0019654098,1.1456099,0.0049995543,0.6757536,0.0013889255,0.38475513,0.0012868721,0.122089386,0.0019654098,0.60401535,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008960612,0.046191957,0.0339876,0.024650643,0.018691836,0.013252745,,16.413284,0.0053071957,16.391996,0.004884947,16.395994,0.0046014762,16.391996,0.00497273,16.780842,16.58782,16.433125,0.41904953,4.4230227,0.06540078,43.133186,0,102.46477,-1,-0.4905285,,49,0.0,0.0,,15.13161,9.526863E-4,15.144732,0.0010643473,15.14425,9.6031674E-4,15.143333,8.9516985E-4,15.635232,15.402384,15.194048,0.53225404,6.8497605,0.06534344,79.27129,0,102.5095,-1,0.80696344,,225,-0.04808262,-0.06748915,,14.492238,8.6554984E-4,14.516619,8.9234445E-4,14.518673,8.218466E-4,14.519254,7.784086E-4,14.959478,14.766021,14.566502,0.60980827,7.1905437,0.108780086,70.448494,0,100.90618,-1,-0.104524136,,291,-0.029550238,-0.037641324,,14.274369,9.7619265E-4,14.296697,9.272331E-4,14.294306,8.901139E-4,14.289689,8.7972876E-4,14.574723,14.464991,14.327822,0.44261184,6.073739,0.11273652,75.28623,0,101.38489,-1,0.0672782,,414,-0.036615416,-0.043929256,,14.154453,0.001959989,14.143768,0.0017329381,14.140654,0.0016851934,14.140117,0.0018413995,14.452634,14.321404,14.178486,0.3518446,5.038848,0.04333818,88.206436,0,99.74165,-1,0.39337695,,150,-0.042022575,-0.083634935,1
VST-ATLAS J033016.14-274105.36,730240444440,22911,730144555093,52.56726097545644,-27.684821834715887,223.2368256737889,-54.89986868769094,-40.81155584462251,-174.63092467426748,0,2.3648243,0.013986334,1.3671532,0.0017949393,0.58502674,0.0012140556,0.3779106,0.0015403503,2.2524796,0.013986334,1.4147072,0.0017949393,0.7620239,0.0012140556,0.3392992,0.0015403503,0.083976336,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008015699,0.041320927,0.030403545,0.022051187,0.016720748,0.011855219,,18.307728,0.022213785,18.279467,0.01390065,18.28943,0.014195459,18.28077,0.019424332,18.6716,18.483011,18.321768,0.40423393,3.6559923,0.10338414,54.539913,0,102.03166,-1,0.4181993,,29,0.0,0.0,,15.934497,0.0014375312,15.914642,0.001545797,15.916195,0.0014022837,15.919152,0.0013473969,16.41912,16.186293,15.979063,0.42611393,6.089284,0.027154386,78.695496,0,101.46473,-1,0.05097218,,129,-0.03057367,-0.05522734,,14.536586,8.8194094E-4,14.547489,9.12315E-4,14.548357,8.394841E-4,14.549737,7.9602934E-4,15.004414,14.808487,14.608509,0.62520736,7.044469,0.099555075,68.86438,0,101.11244,-1,0.44406557,,160,-0.035534635,-0.1444736,,13.897078,7.782095E-4,13.962462,8.010071E-4,13.9630995,7.671566E-4,13.963518,7.4887136E-4,14.24239,14.133096,13.996824,0.45883647,4.459043,0.052325845,101.36501,0,102.49211,-1,-0.4278038,16,229,-0.03129078,-0.04261974,,13.588208,0.0014331298,13.584552,0.0013157,13.586727,0.001264167,13.587211,0.0013111682,13.9030905,13.771811,13.626083,0.33827704,5.4221697,0.058735907,92.791565,0,103.12495,-1,-0.33070624,,97,0.0050487844,-0.078447275,1
VST-ATLAS J033105.09-274241.72,730240445676,22911,730144555095,52.77122515838449,-27.711588367219637,223.32950079165548,-54.72528992181159,-40.96024933554598,-174.49081548280577,0,0.9764786,0.004888812,0.43790913,0.0015522933,0.16343784,0.0015407797,0.102742195,0.0024391413,0.9021168,0.004888812,0.47653484,0.0015522933,0.3259697,0.0015407797,0.082315445,0.0024391413,0.8042105,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008079515,0.0416499,0.0306456,0.022226745,0.016853867,0.0119496025,,16.344969,0.0055467696,16.318161,0.0047540185,16.319824,0.0045186025,16.316254,0.0050941682,16.72386,16.526548,16.367075,0.3676853,4.2686377,0.065452576,49.4209,0,51.118702,-1,-1.3654214,4194432,28,0.0,0.0,,15.343611,0.0010379051,15.341682,0.0011400833,15.34273,0.0010344364,15.341413,9.743504E-4,15.821743,15.598481,15.3983135,0.50614107,6.4152246,0.060084283,81.162186,0,102.29093,-1,0.0,,112,0.011363753,0.05358143,,14.892243,0.0010300395,14.903773,0.0010534821,14.903774,9.7291986E-4,14.901162,9.3587115E-4,15.345208,15.151507,14.953136,0.58335304,6.4682784,0.07862967,72.185196,0,102.71087,-1,-0.0139782475,,175,-0.012751335,0.027172688,,14.733611,0.0011995281,14.740335,0.0011243565,14.738122,0.0010846823,14.732184,0.0010981688,15.019238,14.909773,14.773938,0.397625,5.3647194,0.041838765,56.146046,0,100.4343,-1,2.9511254,,206,-0.0048526963,0.038103078,,14.663868,0.0025433372,14.637593,0.0021645399,14.63407,0.0021464839,14.630984,0.0024848366,14.936923,14.81364,14.67212,0.33405718,4.7247,0.066887915,68.30811,0,100.471275,-1,0.39817968,,80,-0.054882713,0.0024701369,1
VST-ATLAS J033037.06-274049.31,730240444977,22911,730144555094,52.654408883353135,-27.68036487427419,223.24918180143732,-54.82289541728969,-40.88235426277934,-174.58990071667327,0,0.7991762,0.003832643,0.37576675,0.0013825421,0.14234734,0.0013948673,0.077664375,0.0022422958,0.6975212,0.003832643,0.4234066,0.0013825421,0.3071804,0.0013948673,0.04682541,0.0022422958,1.0781797,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008533961,0.04399257,0.032369316,0.023476927,0.017801842,0.012621729,,15.854598,0.003710164,15.831283,0.0036981162,15.83308,0.0034417638,15.831497,0.0035424305,16.220127,16.024906,15.872624,0.40213346,4.636951,0.05065769,57.49463,0,101.79427,-1,-0.16188963,,35,0.0,0.0,,15.014732,8.9978945E-4,15.032106,0.0010065231,15.030519,9.0726523E-4,15.029508,8.4349205E-4,15.522606,15.288652,15.080222,0.54748005,7.08735,0.07380611,73.00962,0,102.24742,-1,0.97253186,,166,0.0071318233,-0.006823074,,14.632399,9.2151633E-4,14.65634,9.478048E-4,14.65815,8.735442E-4,14.656287,8.299309E-4,15.099199,14.905498,14.703535,0.60266906,7.0487294,0.09561348,71.39968,0,101.205185,-1,-0.24518852,,219,0.007755259,0.026240684,,14.497604,0.0010774253,14.513992,0.0010233871,14.511465,9.842895E-4,14.505179,9.81436E-4,14.792019,14.68215,14.543312,0.4175145,5.6233096,0.07773876,85.80174,0,100.27603,-1,0.6053409,,311,0.014552432,0.025075719,,14.453652,0.0022891967,14.436328,0.0019951365,14.432909,0.0019556852,14.428986,0.0021991243,14.7451935,14.61366,14.467355,0.3111366,4.827838,0.016224802,109.52751,0,98.98901,-1,0.49766362,,112,6.4768485E-4,-0.04109777,1
VST-ATLAS J033036.57-274009.01,730240444979,22911,730144555094,52.65236770786231,-27.669168721460036,223.22949686337705,-54.823007198677786,-40.88582714813366,-174.60418089877027,0,0.74697685,0.0033725903,0.32718468,0.0012636333,0.110853195,0.0012999634,0.070402145,0.0021090098,0.6453228,0.0033725903,0.37482452,0.0012636333,0.27568626,0.0012999634,0.03956318,0.0021090098,1.1024487,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008594061,0.04430239,0.032597274,0.023642262,0.01792721,0.012710616,,15.585245,0.0031501772,15.56174,0.0032475377,15.5676365,0.0030172332,15.563833,0.0030451044,15.950585,15.759462,15.60496,0.3934166,4.8634367,0.034781337,62.898533,0,103.02212,-1,-0.4839708,,37,0.0,0.0,,14.861125,8.179648E-4,14.814763,9.098704E-4,14.81254,8.1932667E-4,14.811549,7.58669E-4,15.305263,15.070674,14.862264,0.41345856,5.487106,0.02865088,84.36077,0,102.533844,-1,0.87000906,16,174,-0.0048991865,-0.028404191,,14.463181,8.49155E-4,14.487578,8.768722E-4,14.489421,8.0733537E-4,14.490805,7.6406804E-4,14.930438,14.736769,14.538053,0.60616714,7.219154,0.09915441,69.98659,0,101.044876,-1,-0.25539938,,231,-0.006064096,0.014145753,,14.360672,0.0010104013,14.376725,9.5968746E-4,14.374357,9.218773E-4,14.370862,9.1461174E-4,14.654752,14.545042,14.408995,0.4218348,5.854253,0.09014827,85.51701,0,100.57842,-1,1.4138862,,331,7.436701E-5,0.0034813506,,14.32469,0.0021382894,14.306323,0.0018780102,14.303606,0.0018348418,14.302819,0.0020396889,14.615189,14.484357,14.341188,0.32927552,4.8604145,0.0454908,103.6849,0,98.97893,-1,0.28590265,,120,-0.015168053,-0.04759515,1
VST-ATLAS J033122.81-274339.73,730240446095,22911,730144555095,52.845043595331255,-27.727702341813966,223.37395205202836,-54.66308177311524,-41.011031964464635,-174.4323027813687,0,,,,,,,,,,,,,,,,,26.956444,1,0.05,0.9,0.05,0.0,0.007426574,0.03828399,0.028168995,0.020430503,0.015491833,0.010983903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.496332,0.0011850337,16.423908,0.0021838914,16.143354,0.0017822863,15.522988,0.0012937135,16.865343,16.391087,15.574963,7.4878325,22.91684,0.89577454,41.508663,0,99.220634,1,26.956444,16,180,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VST-ATLAS J033143.02-274757.28,730240446514,22911,730144555096,52.92924697701264,-27.799244797054754,223.51531011628558,-54.60003344109516,-41.04449410803158,-174.30276040272312,0,2.249569,0.013807485,1.1583099,0.0017208916,0.41751575,0.0013203964,0.29981136,0.0017962714,2.174286,0.013807485,1.1914129,0.0017208916,0.58982277,0.0013203964,0.28631973,0.0017962714,0.31846437,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.007894411,0.04069569,0.0299435,0.021717524,0.01646774,0.011675834,,18.231514,0.02474805,18.185022,0.013733136,18.185022,0.0142148305,18.202587,0.020838233,18.59007,18.387117,18.250732,0.38361087,3.5715585,0.08947569,48.538597,0,97.919106,-1,-0.067269385,,10,0.0,0.0,,15.948493,0.0013354867,15.935453,0.0014309571,15.9394,0.0013032572,15.941548,0.0012488774,16.415785,16.194172,15.995621,0.4681649,6.121948,0.032345474,86.925186,0,99.26977,-1,-0.25110066,,34,0.060591713,-0.054356635,,14.879682,9.831626E-4,14.7771435,9.559444E-4,14.777913,8.815357E-4,14.778013,8.4458664E-4,15.224372,15.029397,14.832034,0.41200063,5.1498675,0.05168122,63.086914,0,99.09378,-1,0.6343317,16,31,0.0070077335,0.10575314,,14.348528,9.5093914E-4,14.359628,9.1083307E-4,14.360281,8.756354E-4,14.361821,8.669348E-4,14.634549,14.528317,14.396461,0.39583376,5.7307577,0.09563875,81.7858,0,99.995964,-1,0.8248843,,57,0.0675539,-0.113683045,,14.072171,0.001748805,14.059816,0.0015482164,14.06007,0.0015132674,14.057529,0.0016352019,14.348229,14.234811,14.098136,0.34126693,4.953943,0.07157165,70.55246,0,96.76743,-1,-0.10967012,,26,0.046931583,0.02793238,1
VST-ATLAS J033158.74-274635.29,730240446519,22911,730144555096,52.99476802072131,-27.776468907208002,223.49129662638416,-54.539330005759346,-41.10644436668715,-174.29428050803645,0,0.98602676,0.0043939743,0.42876816,0.0013775743,0.124625206,0.001396198,0.07442188,0.0022287383,0.9107418,0.0043939743,0.46187115,0.0013775743,0.29693222,0.001396198,0.060930252,0.0022287383,1.0786452,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008930142,0.046034884,0.033872027,0.02456682,0.018628277,0.01320768,,16.174515,0.004921295,16.15952,0.004278203,16.153442,0.00402147,16.150055,0.004449451,16.564566,16.355537,16.198202,0.44137883,4.4731216,0.11688185,42.938652,0,103.57068,-1,0.7618396,,15,0.0,0.0,,15.164025,9.0589345E-4,15.173492,0.0010019919,15.173142,9.0687943E-4,15.173262,8.4800826E-4,15.653824,15.427915,15.227334,0.5330465,6.9123387,0.07418245,77.03799,0,100.306206,-1,0.54578096,,68,0.012650474,-0.09179594,,14.73198,9.266352E-4,14.744724,9.453693E-4,14.744725,8.7130367E-4,14.744938,8.340205E-4,15.191953,14.996209,14.798959,0.5966346,6.7761054,0.099617064,71.05087,0,100.26112,-1,-0.054850407,,68,0.0060190414,-0.075309575,,14.610194,0.001084995,14.620099,0.0010274461,14.619808,9.896763E-4,14.619308,9.904939E-4,14.8950205,14.787845,14.653948,0.39451435,5.5184364,0.069458425,72.788994,0,100.590965,-1,1.0169064,,103,0.030583696,-0.09396812,,14.572658,0.0023146719,14.545677,0.0019777839,14.545344,0.0019599646,14.54357,0.002234794,14.83409,14.720085,14.584176,0.3166535,4.643759,0.0717234,75.47106,0,99.30235,-1,-0.1733271,,53,-0.032240167,-0.012202064,1
VST-ATLAS J033105.66-274642.40,730240446034,22911,730144555095,52.77359837641945,-27.778443360071453,223.44453488493377,-54.73314248425602,-40.9316064814972,-174.4107907859654,0,,,,,,,,,,,,,,,,,27.39705,1,0.05,0.9,0.05,0.0,0.008309492,0.042835433,0.031517904,0.022859411,0.0173336,0.012289738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.534525,0.0012315154,16.449577,0.002226302,16.163952,0.0018129399,15.530815,0.0013083059,16.891012,16.411686,15.582789,7.0929165,58.260727,0.87040555,38.744373,0,99.49309,1,27.39705,,69,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VST-ATLAS J033202.86-273515.03,730240446552,22911,730144555096,53.011907608411114,-27.587507775887115,223.17344811982412,-54.495765619388955,-41.206582191398425,-174.50806718447572,0,1.2073822,0.0060769278,0.5249777,0.0016399387,0.17125988,0.0015958933,0.089214325,0.0025333455,1.1320992,0.0060769278,0.5580807,0.0016399387,0.3435669,0.0015958933,0.075722694,0.0025333455,1.033591,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008957711,0.046177004,0.0339766,0.024642663,0.018685784,0.013248455,,16.58697,0.0066632885,16.779764,0.005953459,16.776514,0.0057238303,16.785086,0.006908106,17.184813,16.97861,16.833231,0.7552378,3.3621473,0.11885828,37.298374,0,102.15487,-1,0.8166703,16,48,0.0,0.0,,15.413435,9.981227E-4,15.572382,0.0012187591,15.570132,0.0011042446,15.563525,0.0010404462,16.052713,15.824904,15.617598,0.8078615,5.036697,0.06636703,138.6098,0,100.12367,-1,0.6473838,16,262,0.07687175,-0.06763075,,14.898781,9.711304E-4,15.047404,0.0010972808,15.047658,0.0010142195,15.041689,9.813232E-4,15.494633,15.299142,15.09571,0.7583951,4.732581,0.041105986,135.8154,0,99.96321,-1,-0.22249763,16,409,0.009354877,0.07136582,,14.818925,0.0011649607,14.876144,0.0011588142,14.876144,0.0011196838,14.858579,0.0011260022,15.151066,15.044181,14.893218,0.46783614,3.862915,0.14287269,137.96738,0,75.6286,-1,0.42406452,4194448,464,-0.074202575,0.057953253,,14.482486,0.002026986,14.78693,0.0022527736,14.785618,0.002251957,14.767527,0.0026195247,15.075343,14.960359,14.808133,0.8212841,2.9882715,0.024771154,108.84838,0,100.732765,-1,0.21876596,16,202,-8.8967703E-4,-0.026450926,1
VST-ATLAS J033204.71-273611.54,730240447001,22911,730144555096,53.019623015450534,-27.60320552791623,223.20196136895146,-54.49141483139666,-41.20547731155814,-174.4853560379714,0,,,,,,,,,,,,,,,,,41.749134,1,0.05,0.9,0.05,0.0,0.009198656,0.047419075,0.034890503,0.025305502,0.019188397,0.013604812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78251,0.0014779585,16.45176,0.0021829787,16.180477,0.0017904209,15.564923,0.001307499,16.898989,16.431961,15.618944,5.4474893,17.162682,0.7897955,42.60612,0,97.697495,1,41.749134,,374,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
