USNO-B1.0|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|Epoch|pmRA|pmDE|Ndet|B1mag|R1mag|B2mag|R2mag|Imag
0621-0045507|052.574409|-27.865173|159|219|1998.4|     0|     0|2|     |     |     |19.59|18.64
0621-0045508|052.574445|-27.893542| 75| 34|1984.9|     0|     0|2|     |     |20.19|18.51|
0621-0045509|052.574995|-27.852603|999|204|1985.4|     0|     0|2|     |     |20.40|19.71|
0621-0045510|052.575320|-27.852887|148| 61|1987.9|     0|     0|3|     |     |20.07|19.19|18.76
0621-0045511|052.575700|-27.852600|445|595|1982.7|     0|     0|4|20.85|     |20.28|19.82|18.59
0621-0045512|052.575859|-27.857606|297| 14|1990.2|   -32|   -14|3|     |     |20.08|19.66|18.70
0621-0045513|052.576656|-27.858395|999|999|1984.9|     0|     0|2|     |     |19.81|18.55|
0621-0045514|052.576667|-27.837303|193|213|1987.8|   -38|   -12|3|     |     |20.06|18.45|18.85
0621-0045515|052.577809|-27.826934|101| 10|1984.9|     0|     0|2|     |     |20.22|18.11|
0621-0045516|052.580178|-27.890187| 83|140|1986.8|     0|     0|2|     |     |19.97|23.55|
0621-0045517|052.580681|-27.889398|999|999|1986.8|     0|     0|2|     |     |19.97|24.38|
0621-0045518|052.581481|-27.853398|534|124|1986.8|     0|     0|2|     |     |19.87|17.97|
0621-0045519|052.581798|-27.877009|358|420|1992.8|     0|     0|2|     |     |     |18.82|18.75
0621-0045520|052.582014|-27.877081|235|104|1981.4|     0|     0|4|     |19.44|20.40|18.88|18.53
0621-0045521|052.582898|-27.855892|999|999|1982.6|  -340|  -146|3|     |19.46|     |19.09|18.36
0621-0045522|052.583487|-27.855914|512|299|1979.8|     0|     0|4|     |19.00|20.14|19.12|18.94
0621-0045523|052.585062|-27.806800|794|650|1982.9|  -308|   -84|3|     |19.66|     |19.67|18.47
0621-0045524|052.587481|-27.818162| 48|999|1995.9|     0|     0|2|     |     |     |23.52|17.65
0621-0045525|052.588689|-27.846675|167|232|1976.5|     0|     0|5|21.01|19.59|20.30|19.58|18.51
0621-0045526|052.590170|-27.859092|999|778|1980.5|  -122|    88|3|24.13|     |     |17.13|18.71
0621-0045527|052.590759|-27.801342|396|372|1975.2|    64|   -22|3|     |19.49|20.15|18.06|
0621-0045528|052.590981|-27.859098|115| 90|1976.1|     8|   -12|5|18.12|16.29|18.45|16.53|16.57
0621-0045529|052.593767|-27.864523|265|230|1984.9|     0|     0|2|     |     |20.38|18.13|
0621-0045530|052.594153|-27.864412|128|209|1986.8|     0|     0|2|     |     |20.22|17.49|
0621-0045531|052.596600|-27.826825|382| 77|1982.6|  -350|  -106|3|     |20.04|     |18.80|18.72
0621-0045532|052.597203|-27.826578| 55|175|1975.3|     6|    16|5|20.83|19.21|20.11|19.14|18.56
0621-0045533|052.597459|-27.805531|110|149|1995.9|     0|     0|2|     |     |     |23.19|18.67
0621-0045534|052.599539|-27.864303|999|999|1976.9|     0|     0|3|     |18.98|20.38|19.83|
0621-0045535|052.599900|-27.842859|345|363|1980.9|  -196|  -378|3|20.01|     |     |19.76|18.75
0621-0045536|052.600159|-27.842278|280|612|1982.2|  -162|  -336|3|20.04|     |     |19.86|18.94
0621-0045537|052.604573|-27.891620|344|265|1995.9|     0|     0|2|     |     |     |17.98|18.36
0621-0045538|052.604709|-27.823539|999|999|1973.9|     0|     0|2|     |20.06|     |24.44|
0621-0045539|052.605728|-27.899128|999|999|1975.2|     0|     0|3|     |19.85|19.71|23.88|
0621-0045540|052.607170|-27.838117|152| 66|1975.3|     0|     0|5|19.13|17.48|17.78|16.93|18.11
0621-0045541|052.609995|-27.862009|101| 72|1975.3|     2|    12|5|17.49|15.26|17.94|15.91|15.14
0621-0045542|052.610628|-27.867070|181|999|1977.9|     0|     0|2|20.31|     |     |     |18.70
0621-0045543|052.612289|-27.834103|150|106|1979.8|   -20|   -22|4|     |18.47|19.29|18.17|18.56
0621-0045544|052.612512|-27.835109|352|999|1975.8|     0|     0|3|     |18.64|20.01|     |18.68
0621-0045545|052.612700|-27.839864|999|999|1974.4|     0|     0|2|     |19.52|     |19.74|
0621-0045546|052.612775|-27.833242|999|999|1968.8|     0|     0|2|20.98|     |18.94|     |
0621-0045547|052.616053|-27.834559|999|441|1964.5|   594|   282|3|19.31|19.08|20.24|     |
0621-0045548|052.616387|-27.892417| 13| 97|1975.3|    -8|     2|5|17.59|17.06|18.49|17.15|16.87
0621-0045549|052.617325|-27.872378|999|999|1985.3|     0|     0|2|     |     |18.60|19.75|
0621-0045550|052.617564|-27.848870|234|335|1995.9|     0|     0|2|     |     |     |19.19|18.39
0621-0045551|052.617781|-27.849139|558|314|1980.1|    30|   -62|4|     |19.81|19.79|19.73|23.46
0621-0045552|052.621537|-27.894637|291|374|1987.4|     0|     0|2|     |     |19.40|19.69|
0621-0045553|052.624767|-27.815478|632|130|1984.9|     0|     0|2|     |     |19.69|23.43|
0621-0045554|052.625020|-27.888209|999|244|1966.8|     0|     0|2|     |19.74|19.71|     |
0621-0045555|052.625781|-27.820125|999|219|1985.4|     0|     0|2|     |     |18.12|19.46|
0621-0045556|052.627098|-27.871409|999|783|1989.9|     0|     0|3|     |     |20.22|18.93|18.49
0621-0045557|052.632253|-27.865781|999|999|1988.8|     0|     0|2|     |     |20.05|     |18.72
0621-0045558|052.632439|-27.828192|101|364|1987.9|     0|     0|3|     |     |20.40|19.09|18.76
0621-0045559|052.632570|-27.828362| 51| 84|1988.1|   -18|  -144|3|     |     |18.50|19.22|18.80
0621-0045560|052.632639|-27.865864|999|999|1988.8|     0|     0|2|     |     |19.96|     |18.56
0621-0045561|052.632887|-27.827903|442|470|1976.0|     0|     0|5|24.13|19.05|20.07|19.86|18.92
0621-0045562|052.635703|-27.814987| 94| 62|1975.3|     0|     0|5|23.04|18.67|20.34|19.20|17.86
0621-0045563|052.636342|-27.818759|240|188|1989.9|     0|     0|3|     |     |20.03|18.54|18.32
0621-0045564|052.638412|-27.862589|270|463|1989.9|     0|     0|3|     |     |18.49|18.94|18.72
0621-0045565|052.639775|-27.805681|238|989|1977.9|     0|     0|2|     |19.31|     |     |18.17
0621-0045566|052.639953|-27.839562|999|499|1995.9|     0|     0|2|     |     |     |18.24|18.72
0621-0045567|052.641689|-27.862081| 91|115|1976.5|     0|     0|5|20.14|19.12|19.57|19.08|18.58
0621-0045568|052.641728|-27.812170|119|235|1984.9|     0|     0|2|     |     |19.40|17.49|
0621-0045569|052.641950|-27.812270|159|270|1984.8|     0|     0|2|     |     |18.48|18.48|
0621-0045570|052.642023|-27.862089|999|150|1992.8|     0|     0|2|     |     |     |19.30|23.09
0621-0045571|052.642603|-27.877070|145|390|1995.9|     0|     0|2|     |     |     |18.04|18.72
0621-0045572|052.642809|-27.861631|718|  2|1989.4|   736|   222|3|     |     |20.05|19.70|18.83
0621-0045573|052.643214|-27.828823|999|382|1980.5|  -742|  -204|3|20.48|     |     |18.73|18.85
0621-0045574|052.643231|-27.839687|126|105|1975.1|   -14|    -4|5|14.11|12.97|14.33|13.17|13.50
0621-0045575|052.643245|-27.837289|386|999|1991.6|     0|     0|3|     |     |20.05|19.65|18.62
0621-0045576|052.643587|-27.827467|641|999|1966.9|     0|     0|2|24.35|     |19.77|     |
0621-0045577|052.643589|-27.842887|999|999|1989.8|   488|  -490|3|     |     |19.94|18.28|18.68
0621-0045578|052.644589|-27.802587|999|999|1966.9|     0|     0|2|24.04|     |20.36|     |
0621-0045579|052.644592|-27.828495| 99|429|1980.1|     0|     0|4|     |18.64|20.17|18.52|18.16
0621-0045580|052.645809|-27.834609|168|129|1985.4|     0|     0|2|     |     |20.27|19.76|
0621-0045581|052.646239|-27.851025|131| 36|1975.1|     0|     0|5|16.17|15.10|17.12|15.73|15.10
0621-0045582|052.646700|-27.808550|247|163|1987.8|     0|     0|3|     |     |18.61|18.82|18.78
0621-0045583|052.647531|-27.871925|826|999|1975.2|   226|   696|3|23.82|     |18.20|18.57|
0621-0045584|052.649945|-27.844278|543|999|1996.4|     0|     0|2|     |     |     |19.66|18.59
0621-0045585|052.650450|-27.863070|159|115|1981.0|     0|     0|4|     |19.45|20.26|19.75|18.66
0621-0045586|052.650481|-27.882673|437| 69|1990.8|     0|     0|2|     |     |19.10|     |18.05
0621-0045587|052.652112|-27.852387|193|276|1989.9|     0|     0|3|     |     |18.87|18.86|18.72
0621-0045588|052.654295|-27.801314|999|999|1991.1|     0|     0|3|     |     |19.94|23.45|18.72
0621-0045589|052.654509|-27.800903|999|453|1975.5|     0|     0|3|20.76|     |19.23|19.73|
0621-0045590|052.661339|-27.835042|999|999|1977.9|     0|     0|2|24.21|     |     |     |18.39
0621-0045591|052.662917|-27.889028| 61|199|1985.4|     0|     0|2|     |     |18.12|19.69|
0621-0045592|052.663950|-27.888723|313| 35|1988.8|     0|     0|2|     |     |18.48|     |18.63
0621-0045593|052.664109|-27.818998|931|672|1991.6|     0|     0|3|     |     |20.14|19.86|18.18
0621-0045594|052.664187|-27.819184|601| 47|1991.6|    94|   -24|3|     |     |20.20|19.71|18.68
0621-0045595|052.666920|-27.895928|159|999|1985.4|     0|     0|2|     |     |20.40|19.75|
0621-0045596|052.667059|-27.880492| 70| 59|1984.9|     0|     0|2|     |     |20.36|18.07|
0621-0045597|052.667134|-27.822692|406|139|1984.9|     0|     0|2|     |     |20.18|19.15|
0621-0045598|052.667150|-27.895975|892|880|1987.4|     0|     0|2|     |     |20.40|19.87|
0621-0045599|052.667456|-27.848459|223| 57|1975.1|    -2|    12|5|19.25|17.05|19.36|17.54|16.50
0621-0045600|052.667509|-27.823320|999|999|1982.6|    66|  -362|4|     |20.05|19.38|19.72|18.72
0621-0045601|052.667564|-27.893317|999|999|1984.9|     0|     0|2|     |     |20.39|17.68|
0621-0045602|052.667948|-27.895678|742|999|1987.3|     0|     0|2|     |     |19.76|19.85|
0621-0045603|052.668150|-27.895920| 13|540|1984.8|     0|     0|2|     |     |19.59|19.02|
0621-0045604|052.668228|-27.897278| 66|319|1984.8|     0|     0|2|     |     |19.95|18.90|
0621-0045605|052.668370|-27.892300|198|490|1984.8|     0|     0|2|     |     |19.74|18.33|
0621-0045606|052.668512|-27.888778| 75|999|1984.8|     0|     0|2|     |     |19.62|18.38|
0621-0045607|052.671323|-27.873262|999|999|1990.2|   332|  -700|3|     |     |19.92|19.64|18.60
0621-0045608|052.673609|-27.866128|999|999|1985.4|     0|     0|2|     |     |18.88|19.53|
0621-0045609|052.674720|-27.865406|119|424|1996.4|     0|     0|2|     |     |     |19.68|18.70
0621-0045610|052.677889|-27.849764| 17|674|1974.4|     0|     0|2|     |18.84|     |19.75|
0621-0045611|052.678045|-27.849464|342|168|1975.1|     0|     0|5|20.09|19.15|19.71|19.28|18.92
0621-0045612|052.678728|-27.870856|592|999|1984.8|     0|     0|2|     |     |18.17|24.06|
0621-0045613|052.681089|-27.856267|503|730|1974.4|     0|     0|2|     |19.78|     |19.69|
0621-0045614|052.683709|-27.855445|618|999|1987.3|     0|     0|2|     |     |18.58|23.23|
0621-0045615|052.685748|-27.832700|999|852|1989.4|     0|     0|3|     |     |20.25|19.73|18.95
0621-0045616|052.686117|-27.855537|292|285|1989.9|  -108|   -64|3|     |     |19.98|18.22|18.35
0621-0045617|052.686625|-27.867342|101| 90|1984.9|     0|     0|2|     |     |20.06|23.46|
0621-0045618|052.688739|-27.833839|336|999|1987.9|    -2|  -496|3|     |     |20.40|12.68|13.27
0621-0045619|052.688959|-27.832834|128|151|1975.3|   -12|     8|5|14.03|12.50|14.14|12.90|12.26
0621-0045620|052.689003|-27.829259|999|999|1980.8|   146|   392|4|     |19.77|20.12|18.65|18.81
0621-0045621|052.689373|-27.873887|265|560|1974.4|     0|     0|2|     |19.91|     |19.36|
0621-0045622|052.692003|-27.832556|176|189|1985.4|     0|     0|2|     |     |20.02|19.76|
0621-0045623|052.694812|-27.896495|649|999|1966.8|     0|     0|2|23.19|     |20.06|     |
0621-0045624|052.695467|-27.876656|310|999|1989.9|  -620|   228|3|     |     |19.55|17.72|18.64
0621-0045625|052.695925|-27.871631|306|237|1987.9|     0|     0|3|     |     |19.22|17.78|18.71
0621-0045626|052.697306|-27.856631| 53|670|1995.9|     0|     0|2|     |     |     |18.81|18.72
0621-0045627|052.697553|-27.877892|265|535|1987.3|     0|     0|2|     |     |19.06|19.76|
0621-0045628|052.699700|-27.877917|180|243|1990.2|    38|     8|3|     |     |17.45|19.75|18.51
0621-0045629|052.701012|-27.852906|265|160|1987.4|     0|     0|2|     |     |20.04|19.81|
0621-0045630|052.702292|-27.831917| 90|152|1989.9|   -24|     4|3|     |     |19.31|18.96|18.72
0621-0045631|052.702314|-27.808545|104|173|1979.8|     0|     0|4|     |18.93|20.40|19.04|18.41
0621-0045632|052.704042|-27.819659|999|405|1987.7|     0|     0|2|     |     |19.65|     |18.65
0621-0045633|052.704575|-27.818798|999|385|1975.9|  -268|   798|3|23.63|     |17.23|     |18.66
0621-0045634|052.704803|-27.873962| 66|145|1975.1|     0|     0|5|19.80|18.43|19.69|18.75|18.34
0621-0045635|052.705598|-27.832898| 50|452|1979.8|   -14|    10|4|     |19.26|20.40|19.23|17.90
0621-0045636|052.706259|-27.843689| 88|579|1974.4|     0|     0|2|20.33|     |     |19.76|
0621-0045637|052.706670|-27.843931| 94|359|1979.8|   -12|   -46|4|20.57|     |19.20|19.05|18.78
0621-0045638|052.706856|-27.843617|393|127|1982.2|    32|    56|3|20.81|     |     |18.44|18.87
0621-0045639|052.707612|-27.821350| 70|999|1985.4|     0|     0|2|     |     |17.06|19.38|
0621-0045640|052.708664|-27.820075|999|264|1985.4|     0|     0|2|     |     |18.19|23.39|
0621-0045641|052.708778|-27.812239|999|999|1996.4|     0|     0|2|     |     |     |19.68|17.30
0621-0045642|052.709020|-27.819973|999|404|1985.4|     0|     0|2|     |     |18.98|19.24|
0621-0045643|052.709720|-27.811048|999|999|1982.9|   362|    28|3|     |19.43|     |19.23|18.64
0621-0045644|052.710056|-27.890264|999|999|1985.3|     0|     0|2|     |     |18.68|19.09|
0621-0045645|052.710206|-27.875412| 29|183|1982.7|   -22|   -18|4|     |19.02|19.91|19.84|18.35
0621-0045646|052.710981|-27.823562|999|999|1988.9|     0|     0|2|     |     |19.74|     |17.76
0621-0045647|052.710989|-27.800339|229|999|1974.4|     0|     0|2|19.61|     |     |19.26|
0621-0045648|052.711706|-27.847378|698|999|1974.4|     0|     0|2|     |19.81|     |19.39|
0621-0045649|052.714481|-27.874050|999|999|1974.4|     0|     0|2|24.32|     |     |19.59|
0621-0045650|052.714509|-27.826253|999|999|1995.9|     0|     0|2|     |     |     |24.26|18.13
0621-0045651|052.714767|-27.899242|999|481|1979.8|  -366|   496|4|20.36|     |19.48|18.86|18.84
0621-0045652|052.716992|-27.848512| 88|512|1975.1|   -16|     0|5|20.32|18.49|20.34|19.20|18.54
0621-0045653|052.717478|-27.866714|158|160|1987.9|   -20|   -34|3|     |     |20.27|19.30|18.36
0621-0045654|052.717617|-27.823973|733|417|1982.6|   202|    36|3|20.91|     |     |18.09|18.64
0621-0045655|052.717853|-27.824212|746|615|1975.6|     0|     0|3|20.47|     |20.12|19.61|
0621-0045656|052.718250|-27.864170|124|117|1975.1|     0|     0|5|19.31|18.65|19.67|19.15|18.71
0621-0045657|052.718634|-27.862703|478|999|1975.8|   168|   866|3|20.22|     |19.59|     |18.56
0621-0045658|052.722512|-27.881298|349|254|1995.4|     0|     0|2|     |     |     |19.87|18.38
0621-0045659|052.725156|-27.894100|999|521|1975.8|   270|    14|3|     |19.93|17.45|     |17.84
0621-0045660|052.726134|-27.876973| 62|164|1980.5|  -162|   244|3|     |19.14|     |23.17|23.22
0621-0045661|052.726459|-27.885942|531|130|1989.9|     0|     0|3|     |     |20.29|18.83|18.32
0621-0045662|052.726748|-27.826370|  8|  9|1984.9|     0|     0|2|     |     |18.34|17.97|
0621-0045663|052.726759|-27.886064|375|999|1998.4|     0|     0|2|     |     |     |19.87|18.68
0621-0045664|052.727073|-27.862092| 91|304|1975.1|   -24|    -2|5|20.35|17.90|19.74|18.18|17.63
0621-0045665|052.730245|-27.827367|999|602|1977.8|   342|   260|3|23.84|     |23.56|     |18.68
0621-0045666|052.730337|-27.886759|104| 88|1977.3|    -8|    12|5|20.37|18.94|20.20|19.20|18.53
0621-0045667|052.731167|-27.810973|188| 50|1981.4|     0|     0|4|     |18.94|20.39|19.11|18.33
0621-0045668|052.731920|-27.867084| 73|102|1979.8|     0|     0|4|     |19.07|20.39|18.97|18.70
0621-0045669|052.733006|-27.866845|999|999|1975.8|     0|     0|3|20.73|     |19.90|     |18.59
0621-0045670|052.733475|-27.862959|999|999|1974.4|     0|     0|2|     |20.01|     |19.35|
0621-0045671|052.733981|-27.875509|999|969|1996.4|     0|     0|2|     |     |     |23.10|16.34
0621-0045672|052.734328|-27.835400|999|999|1993.4|     0|     0|2|     |     |     |19.61|18.64
0621-0045673|052.735317|-27.855445|389| 70|1984.8|     0|     0|2|     |     |19.53|18.49|
0621-0045674|052.735512|-27.870781|110| 19|1996.4|     0|     0|2|     |     |     |19.69|18.56
0621-0045675|052.735739|-27.850753|999|320|1987.3|     0|     0|2|     |     |19.41|19.86|
0621-0045676|052.735878|-27.849864|981|999|1976.5|    62|   326|3|     |19.72|19.82|17.90|
0621-0045677|052.737970|-27.825031|999|999|1975.6|  -296|   -48|3|     |19.88|19.86|19.71|
0621-0045678|052.738925|-27.857934|999|999|1996.4|     0|     0|2|     |     |     |23.31|18.61
0621-0045679|052.739614|-27.800495|755|999|1976.8|  -106|  -396|3|23.92|     |19.78|19.22|
0621-0045680|052.740189|-27.825437| 75|999|1974.4|     0|     0|2|     |20.04|     |19.75|
0621-0045681|052.741284|-27.845225| 54|999|1977.9|  -376|  -528|3|     |20.26|18.92|     |18.39
0621-0045682|052.742142|-27.845259|999|999|1980.9|  -386|   114|3|     |19.29|     |19.14|18.31
0621-0045683|052.743859|-27.863314|154| 19|1987.4|     0|     0|2|     |     |19.73|19.85|
0621-0045684|052.744037|-27.890964|999|999|1966.9|     0|     0|2|23.65|     |17.32|     |
0621-0045685|052.747564|-27.846628| 60| 71|1979.8|     0|     0|4|     |19.59|20.40|19.28|18.49
0621-0045686|052.752553|-27.818220|110|285|1987.3|     0|     0|2|     |     |18.29|19.73|
0621-0045687|052.754987|-27.881056|287|100|1991.6|  -296|   252|3|     |     |18.92|19.68|18.63
0621-0045688|052.755109|-27.856642|579|590|1987.3|     0|     0|2|     |     |19.31|18.26|
0621-0045689|052.755495|-27.856089|131|173|1975.1|     0|     0|5|17.16|15.68|17.71|15.88|15.68
0621-0045690|052.755617|-27.850678|163|554|1984.9|     0|     0|2|     |     |16.90|18.49|
0621-0045691|052.755789|-27.821114|999|999|1968.8|     0|     0|2|     |19.91|19.12|     |
0621-0045692|052.756670|-27.882495|587|759|1986.8|     0|     0|2|     |     |20.25|18.32|
0621-0045693|052.756700|-27.895634|999|999|1980.8|   180|   106|4|17.05|     |19.02|17.90|18.84
0621-0045694|052.757259|-27.881073|999|999|1975.5|   -92|   712|3|     |19.70|19.74|19.76|
0621-0045695|052.759403|-27.809023| 71|119|1975.1|     0|     0|5|18.30|17.30|18.87|18.18|18.07
0621-0045696|052.759573|-27.836131|639|604|1975.5|     0|     0|3|23.36|     |17.99|19.48|
0621-0045697|052.760231|-27.858398| 17|274|1988.9|     0|     0|2|     |     |20.40|     |18.66
0621-0045698|052.760381|-27.838400|999|496|1989.5|   144|  -378|3|     |     |20.17|19.36|18.74
0621-0045699|052.762906|-27.876025|999|999|1987.3|     0|     0|2|     |     |19.57|23.28|
0621-0045700|052.766278|-27.857325| 97|203|1981.4|     0|     0|4|     |19.83|20.39|19.24|18.44
0621-0045701|052.766853|-27.834328|999|196|1989.4|  -680|  -422|3|     |     |20.21|19.72|18.19
0621-0045702|052.767125|-27.863023|791|999|1993.3|     0|     0|2|     |     |     |19.48|23.03
0621-0045703|052.768028|-27.820842|119| 94|1996.4|     0|     0|2|     |     |     |19.63|18.69
0621-0045704|052.768609|-27.833903|341|240|1975.1|   -30|   -26|5|23.36|18.48|20.27|18.87|18.94
0621-0045705|052.768667|-27.833492| 88|124|1974.8|     0|     0|2|     |18.58|     |     |18.67
0621-0045706|052.769870|-27.873167|143| 88|1979.9|     0|     0|4|     |18.93|20.39|19.26|18.65
0621-0045707|052.772084|-27.849148|107|338|1979.8|    80|   -42|4|     |18.08|20.40|19.07|16.45
0621-0045708|052.772350|-27.820220|846|351|1975.8|    62|   -44|3|     |19.64|20.19|     |17.34
0621-0045709|052.772428|-27.820037|999|372|1967.9|     0|     0|3|20.53|17.93|     |18.31|
0621-0045710|052.773362|-27.808123|999|619|1982.9|  -460|  -292|3|     |19.65|     |19.49|18.67
0621-0045711|052.773584|-27.812106|127|194|1979.8|     0|     0|4|     |19.74|20.18|19.29|18.70
0621-0045712|052.774039|-27.862031|150|176|1988.2|     0|     0|3|     |     |18.52|19.76|23.62
0621-0045713|052.774567|-27.846762|178|156|1989.9|     0|     0|3|     |     |20.40|19.25|18.62
0621-0045714|052.774778|-27.855492|713|361|1991.5|     0|     0|3|     |     |17.71|19.78|18.44
0621-0045715|052.775456|-27.837953|649|484|1974.4|     0|     0|2|     |19.74|     |19.44|
0621-0045716|052.776875|-27.869367|316|  6|1982.9|    20|    24|3|     |19.44|     |19.39|18.60
0621-0045717|052.777225|-27.869662|827|673|1975.2|     0|     0|3|     |19.71|20.33|19.31|
0621-0045718|052.777750|-27.833789|999|999|1974.4|     0|     0|2|     |20.19|     |23.65|
0621-0045719|052.780364|-27.877928|223|225|1981.7|     0|     0|4|     |19.38|17.00|19.75|18.46
0621-0045720|052.781103|-27.878484|999|818|1980.8|     0|     0|4|     |17.12|20.14|18.20|24.36
0621-0045721|052.781806|-27.837778|137|160|1981.4|     0|     0|4|20.65|     |19.87|18.65|18.70
0621-0045722|052.782925|-27.886895|913|854|1976.3|    20|    92|5|23.08|20.18|20.38|19.19|18.62
0621-0045723|052.783875|-27.890203| 19|255|1987.8|     8|   -38|3|     |     |17.78|18.41|18.75
0621-0045724|052.784170|-27.890673|116|999|1989.5|   134|  -618|3|     |     |20.37|19.87|18.58
0621-0045725|052.785109|-27.863684|999|999|1974.4|     0|     0|2|     |19.38|     |23.14|
0621-0045726|052.785153|-27.862670|232|177|1975.1|     0|     0|5|19.70|18.82|20.03|19.13|18.75
0621-0045727|052.787178|-27.826542| 79| 34|1989.8|    38|     4|3|     |     |18.20|18.80|18.60
0621-0045728|052.788214|-27.838723|159| 29|1990.2|   -14|   -26|3|     |     |20.38|19.60|18.35
0621-0045729|052.788750|-27.856028|999|254|1975.6|  -232|   386|3|     |20.02|19.24|19.09|
0621-0045730|052.792214|-27.845703| 98| 89|1989.9|     0|     0|3|     |     |19.65|19.15|18.72
0621-0045731|052.796489|-27.824114|999|999|1974.4|     0|     0|2|23.20|     |     |23.96|
0621-0045732|052.797578|-27.802398| 52| 91|1975.1|     0|     0|5|19.47|18.42|19.80|18.91|18.40
0621-0045733|052.797987|-27.882492| 93|168|1975.1|     0|     0|5|20.55|19.06|19.71|18.88|18.75
0621-0045734|052.800537|-27.800170|185|744|1985.3|     0|     0|2|     |     |19.06|19.36|
0621-0045735|052.801359|-27.839839| 11| 58|1989.9|   -24|    -4|3|     |     |20.22|19.24|18.71
0621-0045736|052.802137|-27.876792| 37| 82|1975.1|    12|   -32|5|16.48|15.20|17.67|15.95|15.12
0621-0045737|052.803750|-27.848223|999|999|1973.9|     0|     0|2|     |20.12|     |18.96|
0621-0045738|052.806820|-27.805859|999|309|1985.3|     0|     0|2|     |     |17.80|19.36|
0621-0045739|052.807417|-27.873309|685|999|1984.8|     0|     0|2|     |     |23.02|19.02|
0621-0045740|052.808192|-27.850253|999|999|1982.9|   132|   178|3|24.94|     |     |23.18|18.35
0621-0045741|052.810303|-27.800467|141|235|1985.8|     0|     0|2|     |     |19.58|     |18.51
0621-0045742|052.810662|-27.841309|137|131|1975.1|     0|     0|5|20.12|17.57|20.00|18.28|16.56
0621-0045743|052.810700|-27.839995|640|999|1981.4|     0|     0|4|20.63|     |19.52|19.31|18.69
0621-0045744|052.811812|-27.868334|999|999|1975.6|  -658|   184|3|     |19.80|20.04|23.63|
0621-0045745|052.812228|-27.866239| 88|570|1985.3|     0|     0|2|     |     |18.84|19.66|
0621-0045746|052.814267|-27.831675|291|204|1984.9|     0|     0|2|     |     |19.93|23.54|
0621-0045747|052.814948|-27.889473|693|114|1966.9|     0|     0|2|20.00|     |20.33|     |
0621-0045748|052.814984|-27.889148|101|172|1975.1|     0|     0|5|19.42|18.08|19.98|18.06|17.78
0621-0045749|052.815592|-27.821670| 25|103|1989.5|   -22|    -8|3|     |     |20.17|19.57|18.43
0621-0045750|052.815839|-27.821692|101|114|1995.9|     0|     0|2|     |     |     |19.29|18.09
0621-0045751|052.817662|-27.869328|999|999|1966.9|     0|     0|2|23.37|     |20.26|     |
0621-0045752|052.820042|-27.816795|239|159|1975.1|    16|    14|5|20.19|17.04|19.88|17.86|16.95
0621-0045753|052.822792|-27.874578|282|429|1987.3|     0|     0|2|     |     |19.92|19.80|
0621-0045754|052.822862|-27.808353|118|116|1981.4|     0|     0|4|     |18.84|20.26|19.30|18.64
0621-0045755|052.823523|-27.875289|255|394|1982.7|     0|     0|4|     |19.38|17.55|18.51|18.42
0621-0045756|052.824073|-27.875887|605|679|1984.9|     0|     0|2|     |     |18.91|18.19|
0621-0045757|052.824114|-27.874331|185|339|1976.4|     0|     0|2|20.60|     |     |19.86|
0621-0045758|052.824348|-27.876289|105|218|1976.5|     0|     0|3|19.97|     |18.97|18.85|
0621-0045759|052.824828|-27.876173|879|935|1977.9|     0|     0|2|     |19.56|     |     |18.72
0621-0045760|052.825828|-27.816750|181| 89|1989.9|     0|     0|3|     |     |20.20|19.13|18.66
0621-0045761|052.828148|-27.854820|450|999|1985.7|     0|     0|2|     |     |17.85|     |18.76
0621-0045762|052.831098|-27.880795|999|999|1987.8|   542|  -354|3|     |     |19.43|17.82|18.05
0621-0045763|052.831459|-27.880123|172|125|1992.8|  -756|    28|3|     |     |19.96|19.72|18.41
0621-0045764|052.831964|-27.880400|521|644|1985.8|     0|     0|2|     |     |18.73|     |18.76
0621-0045765|052.833145|-27.801239|156| 72|1979.8|     0|     0|4|     |18.18|20.39|18.71|17.69
0621-0045766|052.834009|-27.880709|123|552|1975.1|    32|    46|5|20.24|17.39|19.57|16.39|16.19
0621-0045767|052.835320|-27.880378|999|864|1989.8|     0|     0|3|     |     |19.72|18.09|18.43
0621-0045768|052.837167|-27.880278|273| 53|1975.9|    80|    -8|3|     |19.03|20.10|     |18.66
0621-0045769|052.837589|-27.819442|244|128|1975.1|    18|    22|5|19.17|15.99|19.01|16.62|15.29
0621-0045770|052.837589|-27.880137|999|394|1985.7|     0|     0|2|     |     |19.01|     |17.27
0621-0045771|052.837987|-27.880012|109|143|1975.8|    22|     2|3|     |19.24|20.10|     |16.83
0621-0045772|052.838684|-27.825120|999|999|1966.9|     0|     0|2|20.96|     |20.33|     |
0621-0045773|052.839925|-27.853573|643|814|1975.8|   444|   482|3|     |19.87|18.51|     |23.08
0621-0045774|052.842637|-27.869981|532|999|1987.8|  -550|   584|3|     |     |18.57|18.95|18.78
0621-0045775|052.843142|-27.887920|113| 34|1980.8|     0|     0|4|     |18.92|20.10|18.46|18.55
0621-0045776|052.843295|-27.886734|834|999|1987.8|     0|     0|3|     |     |20.37|19.19|18.60
0621-0045777|052.843359|-27.887878|301|395|1992.8|   -52|   746|3|     |     |19.68|18.28|17.73
0621-0045778|052.843425|-27.890870|999|999|1982.7|  -138|  -210|4|     |19.62|19.27|19.82|18.52
