USNO-B1.0|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|Epoch|pmRA|pmDE|Ndet|B1mag|R1mag|B2mag|R2mag|Imag
0617-0035565|052.815445|-28.277195|140| 29|1989.3|     0|     0|2|     |     |20.24|19.87|
0617-0035566|052.815556|-28.219525|181|951|1992.8|   156|   746|3|     |     |19.55|23.13|18.58
0617-0035567|052.815928|-28.286125|126|109|1978.1|     0|     0|5|18.14|15.59|14.87|14.13|13.88
0617-0035568|052.816878|-28.282639| 96|128|1983.6|     6|   -18|4|23.76|     |19.91|19.63|18.72
0617-0035569|052.818012|-28.248870| 98|114|1992.8|   -28|    16|3|     |     |20.15|19.37|18.70
0617-0035570|052.818087|-28.284003|792|231|1977.2|   178|    66|4|20.17|18.89|     |19.75|18.71
0617-0035571|052.818939|-28.202120| 17|209|1989.3|     0|     0|2|     |     |20.15|19.85|
0617-0035572|052.819492|-28.206495|999|820|1976.4|     0|     0|2|     |19.77|     |19.69|
0617-0035573|052.819764|-28.222253|185| 54|1989.3|     0|     0|2|     |     |20.25|19.87|
0617-0035574|052.819995|-28.224950|284| 28|1992.8|     0|     0|3|     |     |20.25|19.60|18.70
0617-0035575|052.821484|-28.259934|121| 59|1983.6|     0|     0|4|     |20.01|19.68|18.93|18.29
0617-0035576|052.823787|-28.213817|234|283|1978.1|    20|    12|5|19.83|18.57|19.51|18.90|18.43
0617-0035577|052.825267|-28.287937|312|300|1989.3|     0|     0|2|     |     |20.08|19.87|
0617-0035578|052.829217|-28.281645| 75|351|1992.8|     0|     0|3|     |     |20.18|19.12|18.70
0617-0035579|052.830653|-28.215942|999|979|1977.9|     0|     0|2|     |19.37|     |     |18.69
0617-0035580|052.830656|-28.290284|999|999|1978.2|  -164|  -386|3|     |19.31|20.26|19.80|
0617-0035581|052.833364|-28.271492|101|445|1992.8|     0|     0|3|     |     |20.19|19.82|18.72
0617-0035582|052.833667|-28.271334|999|999|1998.4|     0|     0|2|     |     |     |19.77|18.57
0617-0035583|052.833939|-28.270725|  8|193|1992.8|   -16|     2|3|     |     |19.84|18.96|18.51
0617-0035584|052.835228|-28.261006|330| 45|1989.3|     0|     0|2|     |     |19.95|19.87|
0617-0035585|052.836462|-28.208450|167|161|1978.1|     0|     0|5|20.08|18.77|18.77|18.69|18.44
0617-0035586|052.837500|-28.283892| 79|156|1983.6|   -24|     4|4|     |19.05|20.14|19.14|18.15
0617-0035587|052.838439|-28.279978| 55|543|1978.2|     0|   -58|3|     |19.84|20.24|19.73|
0617-0035588|052.839128|-28.237062|399|238|1992.8|     0|     0|3|     |     |20.27|19.25|18.71
0617-0035589|052.839631|-28.225300|324|999|1992.8|    24|  -344|3|     |     |20.00|19.80|18.70
0617-0035590|052.839667|-28.228234| 80| 91|1978.1|     8|    -2|5|13.71|11.91|12.89|12.02|11.50
0617-0035591|052.840062|-28.225373|999|999|1969.6|   452|   342|3|23.50|19.53|     |19.84|
0617-0035592|052.840209|-28.239575|444| 69|1989.3|     0|     0|2|     |     |19.78|19.85|
0617-0035593|052.842250|-28.207775|999|999|1977.2|     0|     0|4|20.90|19.50|     |19.69|18.58
0617-0035594|052.842520|-28.207692|149|720|1978.2|   -36|    34|3|20.84|     |19.33|17.74|
0617-0035595|052.842725|-28.207837|133|254|1970.6|     0|     0|3|20.80|18.17|     |     |17.60
0617-0035596|052.842917|-28.228189| 74|  4|1998.4|     0|     0|2|     |     |     |19.69|18.54
0617-0035597|052.844887|-28.297078|999|129|1978.2|  -352|    -6|3|     |19.42|19.93|19.85|
0617-0035598|052.845059|-28.216909|152| 22|1984.3|   -16|   -12|3|     |19.67|     |19.85|18.68
0617-0035599|052.845859|-28.290562| 19|120|1978.1|    -4|     4|5|18.60|17.93|18.81|17.98|17.87
0617-0035600|052.848906|-28.237453|718| 69|1989.3|     0|     0|2|     |     |20.26|19.81|
0617-0035601|052.849862|-28.271962|240|115|1978.1|     0|     0|5|23.07|18.94|19.63|18.73|18.05
0617-0035602|052.853089|-28.218642|219|220|1983.6|     0|     0|4|     |19.59|19.66|19.85|18.72
0617-0035603|052.855867|-28.242498| 91| 84|1978.1|    10|     4|5|18.96|16.60|18.65|16.77|16.35
0617-0035604|052.856962|-28.298353|158|124|1978.1|     0|     0|5|20.38|19.34|19.37|19.07|18.68
0617-0035605|052.858753|-28.286225|259|143|1983.6|     0|     0|4|     |17.89|19.10|17.81|17.48
0617-0035606|052.862809|-28.257139|174| 81|1992.8|     0|     0|3|     |     |20.24|19.60|18.72
0617-0035607|052.863670|-28.218048|999|999|1968.8|     0|     0|2|     |19.52|18.94|     |
0617-0035608|052.864823|-28.201439|999|374|1977.9|     0|     0|2|     |20.29|     |     |18.50
0617-0035609|052.867248|-28.266617|144|454|1964.5|   -12|     8|3|17.60|16.60|17.95|     |
0617-0035610|052.868175|-28.299392|999|245|1977.9|     0|     0|2|23.28|     |     |     |18.71
0617-0035611|052.869095|-28.299073|123| 50|1977.9|     0|     0|2|     |19.85|     |     |18.64
0617-0035612|052.869320|-28.291059| 22| 79|1998.4|     0|     0|2|     |     |     |19.82|18.67
0617-0035613|052.869900|-28.283584| 85| 66|1983.6|     0|     0|4|     |18.75|19.41|17.91|17.33
0617-0035614|052.871634|-28.255045|999|999|1955.9|     0|     0|2|24.12|19.59|     |     |
0617-0035615|052.873964|-28.262728|726|999|1990.8|     0|     0|2|     |     |19.75|     |18.64
0617-0035616|052.874498|-28.203806|  9|284|1984.3|   -36|   -20|3|     |19.20|     |19.24|18.65
0617-0035617|052.875764|-28.268539|999|999|1983.6|     0|     0|4|23.13|     |19.97|19.87|18.71
0617-0035618|052.879173|-28.211687| 75| 79|1978.1|   -12|     2|5|16.33|14.54|16.40|14.91|14.29
0617-0035619|052.882123|-28.285528|173|136|1978.1|     4|    10|5|20.13|19.06|19.86|19.36|18.70
0617-0035620|052.883592|-28.239306|218|151|1983.6|   -24|     4|4|     |19.49|20.23|19.78|18.72
0617-0035621|052.885731|-28.242475|239|  4|1992.8|    20|    16|3|     |     |20.17|19.87|18.31
0617-0035622|052.887120|-28.296842|501|339|1990.8|     0|     0|2|     |     |19.92|     |18.57
0617-0035623|052.888212|-28.268025| 57|404|1968.8|     0|     0|2|20.68|     |20.23|     |
0617-0035624|052.888487|-28.266950|133|154|1978.1|     0|     0|5|20.09|17.31|19.34|17.22|15.66
0617-0035625|052.889184|-28.249323|987|365|1983.6|  -114|    20|4|23.58|     |19.96|19.52|18.72
0617-0035626|052.890162|-28.284962|105|109|1978.1|    18|     2|5|19.32|15.96|18.65|16.38|14.36
0617-0035627|052.896842|-28.217564|109|111|1978.1|    -2|   -28|5|20.06|18.59|19.33|18.41|18.13
0617-0035628|052.898467|-28.207662|280|192|1978.1|     0|     0|5|23.88|19.88|20.17|19.64|18.62
0617-0035629|052.898867|-28.268903|115|142|1978.1|    -2|    14|5|20.74|17.72|19.86|18.25|17.20
0617-0035630|052.900828|-28.208389|436|209|1989.3|     0|     0|2|     |     |19.75|19.87|
0617-0035631|052.903453|-28.265842|999|999|1983.6|   278|   252|4|     |19.28|20.16|19.87|18.56
0617-0035632|052.908803|-28.295650|291|540|1992.8|     0|     0|3|     |     |20.09|18.81|17.82
0617-0035633|052.909495|-28.297509| 76| 64|1978.1|     0|     0|5|16.05|14.41|16.16|14.55|14.06
0617-0035634|052.912989|-28.259498|152| 48|1992.8|    14|    22|3|     |     |20.13|19.29|18.70
0617-0035635|052.916123|-28.203103|999|767|1978.2|  -240|    76|3|20.66|     |20.26|19.87|
0617-0035636|052.918481|-28.265909|825|135|1978.2|     0|     0|3|     |19.00|19.42|17.99|
0617-0035637|052.918720|-28.265920|227| 88|1983.6|     0|     0|4|     |19.02|20.04|18.37|17.83
0617-0035638|052.918856|-28.261259|206|148|1978.1|     2|   -34|5|20.17|17.54|19.34|17.73|16.85
0617-0035639|052.920737|-28.237156|123|250|1998.4|     0|     0|2|     |     |     |19.80|18.61
0617-0035640|052.924737|-28.224267|229|329|1989.3|     0|     0|2|     |     |20.25|19.87|
0617-0035641|052.924800|-28.295520|999|999|1983.6|     0|     0|4|     |18.85|19.98|19.23|18.70
0617-0035642|052.927073|-28.289089| 22| 64|1968.8|     0|     0|2|23.36|     |18.82|     |
0617-0035643|052.933534|-28.233475|471| 24|1990.8|     0|     0|2|     |     |20.26|     |18.69
0617-0035644|052.936078|-28.254262| 57| 70|1990.8|     0|     0|2|     |     |20.26|     |18.57
0617-0035645|052.939817|-28.209553| 88|359|1989.3|     0|     0|2|     |     |18.97|19.86|
0617-0035646|052.942984|-28.230712|277|365|1989.3|     0|     0|2|     |     |19.80|19.87|
0617-0035647|052.943575|-28.214659|202|319|1998.4|     0|     0|2|     |     |     |19.87|18.64
0617-0035648|052.945603|-28.218617|429|328|1978.2|   -34|    72|3|20.59|     |19.93|19.81|
0617-0035649|052.947331|-28.294223|237| 90|1990.8|     0|     0|2|     |     |19.59|     |18.68
0617-0035650|052.948334|-28.218870| 39| 73|1978.1|     0|     0|5|14.63|13.57|14.40|13.69|13.05
0617-0035651|052.948617|-28.278053|185|100|1978.1|     0|     0|5|20.10|18.89|19.65|18.75|18.40
0617-0035652|052.952406|-28.209248|238|485|1983.6|   -40|   -24|4|23.62|     |19.90|19.24|18.67
0617-0035653|052.953592|-28.299500| 60| 47|1978.1|     0|     0|5|18.64|17.48|18.59|17.52|17.49
0617-0035654|052.955073|-28.207317|999|999|1978.2|   312|   120|3|     |19.60|20.15|19.85|
0617-0035655|052.955709|-28.221145|999|340|1968.8|     0|     0|2|     |19.71|20.22|     |
0617-0035656|052.956587|-28.270720|260|164|1978.1|     0|     0|5|19.81|18.61|18.90|18.21|17.61
0617-0035657|052.958839|-28.235745|142|344|1978.1|     0|     0|5|20.28|18.97|19.67|17.86|17.79
0617-0035658|052.960237|-28.202317|999|279|1992.8|   860|   -60|3|     |     |20.12|19.83|18.65
0617-0035659|052.962031|-28.247925|475|999|1989.3|     0|     0|2|     |     |19.68|19.80|
0617-0035660|052.963981|-28.246478|757|564|1989.3|     0|     0|2|     |     |20.18|19.68|
0617-0035661|052.964842|-28.208031| 52|999|1955.9|     0|     0|2|19.91|19.41|     |     |
0617-0035662|052.965184|-28.207878|243|113|1978.1|     0|     0|5|19.74|18.60|16.81|16.47|16.55
0617-0035663|052.969634|-28.227303|999|999|1968.8|     0|     0|2|     |18.95|20.15|     |
0617-0035664|052.970562|-28.208998|999|235|1983.6|   -22|   340|4|     |19.87|20.13|19.63|18.65
0617-0035665|052.971664|-28.203634|999|447|1978.2|  -188|    42|3|     |19.75|20.16|19.87|
0617-0035666|052.972448|-28.210717|999| 49|1989.3|     0|     0|2|     |     |20.11|19.66|
0617-0035667|052.972478|-28.232731| 70| 41|1978.1|    -2|    10|5|19.14|16.43|18.75|16.80|16.09
0617-0035668|052.972620|-28.274684|118| 85|1978.1|     0|     0|5|20.50|18.28|19.38|17.49|17.57
0617-0035669|052.972739|-28.210667|435|199|1983.6|   -90|    10|4|20.66|     |20.00|19.32|18.28
0617-0035670|052.973692|-28.210403|222|113|1964.5|   628|  -210|3|19.02|17.41|20.26|     |
0617-0035671|052.973892|-28.210767|586|495|1983.6|     0|     0|4|20.33|     |20.25|19.86|18.62
0617-0035672|052.975203|-28.282928| 57| 99|1978.1|   -12|     6|5|18.57|16.44|18.47|16.74|16.52
0617-0035673|052.976389|-28.238656|127|285|1983.6|   -24|     4|4|21.00|     |20.25|19.41|18.59
0617-0035674|052.978417|-28.235964|365| 98|1983.6|   -36|   -12|4|19.83|     |20.16|19.28|18.72
0617-0035675|052.979003|-28.286098|242| 75|1992.8|     0|     0|3|     |     |20.14|19.65|18.54
0617-0035676|052.979642|-28.288923| 63| 32|1978.1|     4|    20|5|17.43|15.44|17.61|15.57|14.96
0617-0035677|052.979734|-28.257745|670|550|1978.2|   -78|    20|3|     |20.04|19.83|19.84|
0617-0035678|052.980553|-28.209064| 42|171|1983.6|     0|     0|4|     |18.81|19.99|18.70|18.46
0617-0035679|052.981275|-28.225523|163|175|1998.4|     0|     0|2|     |     |     |19.54|17.54
0617-0035680|052.982348|-28.235578| 37| 28|1978.1|     0|     0|5|18.82|17.65|18.55|17.36|16.98
0617-0035681|052.984045|-28.270517|165|525|1983.6|     0|     0|4|20.90|     |20.21|19.82|18.71
0617-0035682|052.984412|-28.291303|999|240|1990.8|     0|     0|2|     |     |20.14|     |18.55
0617-0035683|052.984800|-28.270853|999|999|1977.9|     0|     0|2|23.77|     |     |     |18.64
0617-0035684|052.986231|-28.295998|141|126|1992.8|     0|     0|3|     |     |19.92|19.68|18.72
0617-0035685|052.986862|-28.227900| 42| 61|1992.8|   -24|    20|3|     |     |20.13|19.56|18.72
0617-0035686|052.988217|-28.294923|197|127|1978.1|     0|     0|5|20.39|19.15|19.96|18.98|18.03
0617-0035687|052.988712|-28.270000|999|999|1992.8|     0|     0|3|     |     |20.14|19.84|18.50
0617-0035688|052.989384|-28.269303|260|319|1983.6|   -34|    20|4|     |18.77|20.27|19.35|18.25
0617-0035689|052.989648|-28.295142|999|861|1983.6|     0|     0|4|20.60|     |20.23|19.85|18.52
0617-0035690|052.989842|-28.276634|185| 23|1983.6|    -4|    -4|4|     |19.19|19.99|19.23|18.33
0617-0035691|052.990070|-28.287095|180|910|1990.8|     0|     0|2|     |     |19.84|     |17.92
0617-0035692|052.990125|-28.291364|  0|  0|2000.0|    -8|   -10|0|12.33|11.22|11.97|11.18|10.86
0617-0035693|052.990145|-28.209325|999|999|1968.8|     0|     0|2|     |19.68|19.94|     |
0617-0035694|052.990331|-28.285573| 60|208|1978.1|    -8|    -6|5|19.51|17.74|18.90|17.40|17.10
0617-0035695|052.994312|-28.221428| 88| 15|1998.4|     0|     0|2|     |     |     |19.86|18.62
0617-0035696|052.994473|-28.211462|406|129|1992.8|     0|     0|3|     |     |20.25|19.23|18.70
0617-0035697|052.998367|-28.284864|303| 29|1989.3|     0|     0|2|     |     |20.26|19.81|
0617-0035698|053.000609|-28.201112|999|999|1976.4|     0|     0|2|20.73|     |     |23.85|
0617-0035699|053.001078|-28.291500|999|265|1983.6|     0|     0|4|20.97|     |20.27|19.81|18.70
0617-0035700|053.001287|-28.258295|402|323|1984.3|  -286|  -216|3|     |19.75|     |19.87|18.52
0617-0035701|053.002948|-28.276581|999|999|1977.9|     0|     0|2|     |19.26|     |     |18.67
0617-0035702|053.002978|-28.213134|179| 68|1978.1|     0|     0|5|20.24|17.51|18.09|16.71|16.96
0617-0035703|053.004928|-28.275537| 83|132|1978.1|    38|    -4|5|17.04|14.03|16.93|14.33|12.88
0617-0035704|053.005720|-28.203645| 51|378|1992.8|    16|     0|3|     |     |20.20|19.86|18.72
0617-0035705|053.006320|-28.243309| 95|124|1978.1|    -6|    12|5|20.54|19.14|19.91|19.23|18.50
0617-0035706|053.006373|-28.266250|158| 36|1992.8|    22|    14|3|     |     |20.14|19.73|18.61
0617-0035707|053.007517|-28.275164|779|999|1976.4|     0|     0|2|     |20.19|     |19.86|
0617-0035708|053.007620|-28.217306|498|162|1983.6|     0|     0|4|     |19.06|20.22|19.00|18.50
0617-0035709|053.012703|-28.216423|371|392|1978.1|     0|     0|5|24.14|19.64|20.27|19.81|18.48
0617-0035710|053.016825|-28.270703|270|211|1992.8|     0|     0|3|     |     |20.10|23.08|18.64
0617-0035711|053.018942|-28.277573|138| 70|1983.6|   -10|    -8|4|     |19.85|20.26|19.58|17.67
0617-0035712|053.021398|-28.260895|999|999|1955.9|     0|     0|2|20.47|19.38|     |     |
0617-0035713|053.022300|-28.260192| 62|261|1978.1|     0|     0|5|20.46|19.04|19.59|19.31|18.71
0617-0035714|053.022659|-28.290370|133| 52|1992.8|     0|     0|3|     |     |20.27|19.76|18.72
0617-0035715|053.027431|-28.228695|359|717|1983.6|   -46|   -28|4|20.73|     |20.00|19.73|18.72
0617-0035716|053.032795|-28.299812|532|504|1983.6|    24|    58|4|     |20.05|20.27|19.83|18.72
0617-0035717|053.033414|-28.243250|119|108|1978.1|    -4|    12|5|18.92|16.19|18.75|16.25|15.22
0617-0035718|053.034037|-28.221809|999|999|1983.6|     0|     0|4|20.56|     |20.27|19.57|18.72
0617-0035719|053.041753|-28.283175| 97| 49|1978.1|     0|     0|5|17.22|16.24|17.65|16.37|16.13
0617-0035720|053.042312|-28.207945|141| 85|1978.1|     0|     0|5|18.92|17.66|16.74|16.64|17.06
0617-0035721|053.044053|-28.275875| 76|342|1983.6|     0|     0|4|     |19.13|20.07|19.87|18.68
0617-0035722|053.046406|-28.208650|890|999|1977.9|     0|     0|2|23.06|     |     |     |18.64
0617-0035723|053.052039|-28.267387|999|999|1968.8|     0|     0|2|     |19.94|20.20|     |
0617-0035724|053.054509|-28.233067|999|999|1977.9|     0|     0|2|     |19.84|     |     |18.37
0617-0035725|053.054834|-28.286728|  7| 99|1992.8|    10|     6|3|     |     |20.26|19.75|18.65
0617-0035726|053.054937|-28.221098|204|372|1992.8|     0|     0|3|     |     |20.09|19.49|18.70
0617-0035727|053.055795|-28.226881|254|240|1978.2|     0|     0|3|     |19.09|20.12|19.87|
0617-0035728|053.057395|-28.274881|999|999|1955.9|     0|     0|2|15.32|19.98|     |     |
0617-0035729|053.061123|-28.238414|158|  4|1998.4|     0|     0|2|     |     |     |19.81|18.72
0617-0035730|053.061248|-28.263139|999|999|1978.1|   116|   166|5|20.18|19.71|18.84|19.83|18.66
0617-0035731|053.062970|-28.211698|426| 82|1983.6|    -2|    22|4|     |19.71|20.13|19.01|18.61
0617-0035732|053.063173|-28.283395|999|632|1983.6|  -258|    78|4|     |19.56|19.75|19.81|18.71
0617-0035733|053.065581|-28.227220|528|195|1998.4|     0|     0|2|     |     |     |19.83|18.71
0617-0035734|053.066653|-28.227078|999|329|1998.4|     0|     0|2|     |     |     |19.72|18.64
0617-0035735|053.067173|-28.217903|384|271|1992.8|     0|     0|3|     |     |20.19|19.85|18.72
0617-0035736|053.067617|-28.267837|186|645|1983.6|     0|     0|4|     |19.48|20.11|19.07|18.69
0617-0035737|053.068014|-28.268648|394|620|1983.6|     0|     0|4|     |18.91|20.27|18.95|18.68
0617-0035738|053.068295|-28.245900|999|999|1983.6|   188|   186|4|18.81|     |20.04|19.63|18.72
0617-0035739|053.068717|-28.219050|399|123|1983.6|     4|    28|4|     |19.43|20.12|19.37|18.24
0617-0035740|053.072095|-28.211564|999|537|1983.6|     0|     0|4|     |20.12|20.26|19.61|18.70
0617-0035741|053.073706|-28.233437|344| 60|1992.8|     0|     0|3|     |     |20.05|19.80|18.57
0617-0035742|053.074659|-28.217956| 24|163|1992.8|     0|     0|3|     |     |20.23|19.58|18.70
0617-0035743|053.075145|-28.213092|198|165|1978.1|     0|     0|5|20.69|18.81|20.09|19.44|18.37
0617-0035744|053.075284|-28.221198|133|281|1992.8|     0|     0|3|     |     |20.00|19.69|18.34
0617-0035745|053.078073|-28.222659|114|174|1978.2|   -12|   -28|3|     |19.34|20.07|19.51|
0617-0035746|053.078731|-28.224014|184| 81|1983.6|     0|     0|4|     |19.22|20.26|19.41|18.51
0617-0035747|053.082989|-28.296242|105|455|1989.3|     0|     0|2|     |     |19.65|23.22|
0617-0035748|053.083017|-28.217189|999|999|1998.4|     0|     0|2|     |     |     |23.03|17.80
0617-0035749|053.086100|-28.203362|240|210|1984.3|   -14|    22|3|     |19.95|     |19.72|18.37
0617-0035750|053.086481|-28.205634|999|720|1977.9|     0|     0|2|     |20.08|     |     |18.38
0617-0035751|053.086764|-28.206673|122| 50|1983.6|     0|     0|4|     |19.23|19.83|18.00|17.73
0617-0035752|053.087256|-28.211992| 71|350|1983.6|   -10|    -2|4|     |19.54|19.90|19.67|18.72
0617-0035753|053.093031|-28.223809|113| 36|1978.1|    -4|    -6|5|16.67|15.29|17.12|15.54|15.46
0617-0035754|053.095028|-28.297684| 79|999|1976.4|     0|     0|2|     |19.79|     |19.67|
0617-0035755|053.095670|-28.278712|228|279|1992.8|    52|    48|3|     |     |19.81|19.66|18.64
0617-0035756|053.097964|-28.278853|105|855|1989.3|     0|     0|2|     |     |19.80|19.72|
0617-0035757|053.106381|-28.292100| 29|403|1972.6|     0|     0|4|23.24|19.60|20.03|19.80|
0617-0035758|053.108237|-28.242814|999|999|1977.9|     0|     0|2|     |19.32|     |     |18.45
0617-0035759|053.110012|-28.294748|149|100|1989.3|     0|     0|2|     |     |19.82|19.60|
0617-0035760|053.111984|-28.211573| 85|331|1992.8|     0|     0|3|     |     |20.13|19.60|18.55
0617-0035761|053.112962|-28.283098|154|235|1977.9|     0|     0|2|     |19.46|     |     |18.72
0617-0035762|053.113509|-28.218978| 26|999|1955.9|     0|     0|2|20.88|18.79|     |     |
0617-0035763|053.117034|-28.271403|215| 51|1983.6|    -2|    12|4|     |19.63|20.26|19.48|18.72
0617-0035764|053.118753|-28.220200|999|999|1983.6|     0|     0|4|     |20.05|20.22|19.79|18.71
0617-0035765|053.119103|-28.238384|234|  7|1992.8|    -8|    28|3|     |     |20.24|19.68|18.71
0617-0035766|053.120078|-28.299950|767|964|1992.8|  -680|   398|3|     |     |20.05|19.09|18.61
0617-0035767|053.123559|-28.224787| 74|430|1989.3|     0|     0|2|     |     |19.36|19.80|
0617-0035768|053.128403|-28.274481|576|115|1976.4|     0|     0|2|23.20|     |     |19.74|
0617-0035769|053.129378|-28.223212| 81| 88|1978.1|     0|     0|5|18.67|17.53|18.57|17.40|17.39
0617-0035770|053.130931|-28.238825|312| 35|1992.8|    24|    12|3|     |     |19.07|19.85|18.62
0617-0035771|053.136325|-28.278792|999|990|1955.9|     0|     0|2|23.07|19.91|     |     |
0617-0035772|053.140756|-28.268106|324| 50|1992.8|     0|     0|3|     |     |20.26|19.85|18.72
0617-0035773|053.147287|-28.202320|339| 71|1984.3|   -92|   218|3|     |19.76|     |19.77|18.60
0617-0035774|053.148225|-28.269837|151| 88|1978.1|     0|     0|5|20.46|18.63|19.94|18.81|18.33
0617-0035775|053.149781|-28.249262|924|999|1978.2|    56|   248|3|24.17|     |20.25|19.87|
0617-0035776|053.150684|-28.244012|112| 63|1978.1|   -10|   -24|5|15.27|14.12|15.29|14.34|13.80
0617-0035777|053.152739|-28.233234|587|143|1992.8|     0|     0|3|     |     |20.24|19.87|18.68
0617-0035778|053.158767|-28.210334|173|300|1972.6|     0|     0|4|24.01|19.70|19.70|19.69|
0617-0035779|053.159856|-28.210937|999|999|1978.2|  -556|   208|3|20.54|     |20.02|19.87|
0617-0035780|053.165250|-28.213387|999|999|1968.8|     0|     0|2|23.60|     |20.16|     |
0617-0035781|053.165648|-28.274617|145|117|1978.1|     0|     0|5|23.62|19.47|19.84|18.98|18.25
0617-0035782|053.167187|-28.278470|999|999|1955.9|     0|     0|2|23.46|19.38|     |     |
0617-0035783|053.174920|-28.289795|202|550|1998.4|     0|     0|2|     |     |     |19.87|18.61
0617-0035784|053.174981|-28.254450|130|156|1978.1|     0|     0|5|20.71|19.06|20.24|19.30|18.65
0617-0035785|053.175212|-28.254292|334|427|1970.6|     0|     0|3|20.97|19.66|     |     |18.72
0617-0035786|053.175603|-28.259289| 88| 89|1978.1|     0|     0|5|20.20|17.96|19.22|18.25|17.77
0617-0035787|053.176534|-28.201109|163|225|1989.3|     0|     0|2|     |     |20.26|19.68|
0617-0035788|053.178656|-28.295950| 68|161|1978.1|    90|     8|5|19.67|16.34|18.82|17.08|15.36
0617-0035789|053.178675|-28.202453|999|271|1978.2|   176|   566|3|     |20.05|20.03|23.32|
0617-0035790|053.179714|-28.267156| 47|137|1978.1|    -6|     0|5|19.69|17.49|18.03|16.49|16.28
0617-0035791|053.180142|-28.265906|847|999|1978.2|     0|     0|3|20.03|     |20.26|18.75|
0617-0035792|053.180564|-28.234806|351|305|1992.8|     0|     0|3|     |     |19.89|19.87|18.39
0617-0035793|053.181909|-28.224975|999|999|1968.8|     0|     0|2|     |19.76|19.54|     |
0617-0035794|053.182275|-28.298167| 66| 52|1978.1|    -8|     4|5|16.22|14.23|16.28|14.43|13.71
0617-0035795|053.183528|-28.257325| 20|109|1978.1|   -16|   -22|5|16.59|14.42|16.61|14.74|13.99
0617-0035796|053.184423|-28.275978|599|222|1978.1|     0|     0|5|20.62|18.67|18.78|18.21|17.72
0617-0035797|053.192873|-28.274545|999|799|1998.4|     0|     0|2|     |     |     |19.81|18.67
0617-0035798|053.193484|-28.273156|131| 91|1978.1|     0|     0|5|19.43|16.56|16.72|15.12|15.05
0617-0035799|053.193903|-28.273692|999|999|1977.9|     0|     0|2|20.28|     |     |     |18.71
0617-0035800|053.194017|-28.269981|443|302|1978.2|    34|    74|3|     |19.84|19.40|19.80|
0617-0035801|053.194653|-28.227512| 77| 24|1978.1|     0|     0|5|18.76|17.39|18.73|17.15|17.07
0617-0035802|053.200067|-28.259006|149| 26|1983.6|     0|     0|4|     |18.80|20.12|19.09|18.19
0617-0035803|053.200923|-28.249145|446|167|1983.6|     0|     0|4|     |19.60|19.58|19.62|18.72
0617-0035804|053.202075|-28.287659|112| 60|1983.6|     0|     0|4|     |18.00|19.65|18.15|17.55
0617-0035805|053.205175|-28.259192|999|558|1983.6|     0|     0|4|     |19.36|20.17|19.87|18.26
0617-0035806|053.205581|-28.266012|130|125|1978.1|     0|     0|5|19.00|17.96|18.27|18.20|17.72
0617-0035807|053.206123|-28.258234|110|100|1983.6|     0|     0|4|     |19.36|20.25|19.53|18.55
0617-0035808|053.209906|-28.255578|158| 28|1983.6|    -8|     8|4|     |19.21|20.12|19.28|18.56
0617-0035809|053.210462|-28.270328|945| 10|1984.3|   342|   108|3|     |19.76|     |19.87|18.68
0617-0035810|053.211484|-28.225998|353|206|1992.8|     0|     0|3|     |     |20.18|19.78|18.70
0617-0035811|053.211925|-28.201200|120|108|1978.1|   -10|    14|5|19.28|16.24|18.57|16.63|15.60
0617-0035812|053.213648|-28.241500|101|131|1978.1|    -4|   -12|5|20.83|18.27|19.28|19.10|18.22
0617-0035813|053.214189|-28.202853|287|371|1978.2|     0|     0|3|21.01|     |20.26|19.77|
0617-0035814|053.220445|-28.268150|127|999|1977.9|     0|     0|2|     |19.18|     |     |18.69
0617-0035815|053.220628|-28.268625|265| 30|1983.6|     0|     0|4|     |19.68|20.24|19.79|18.72
0617-0035816|053.223256|-28.288684|999|999|1983.6|  -446|  -306|4|     |18.16|18.41|19.81|18.27
0617-0035817|053.228309|-28.234545| 70| 92|1978.1|     0|     0|5|14.58|13.28|14.40|13.46|12.82
0617-0035818|053.229009|-28.240517|106|140|1992.8|     0|     0|3|     |     |20.04|19.39|18.65
0617-0035819|053.230123|-28.261912|999|499|1977.9|     0|     0|2|     |19.45|     |     |18.12
0617-0035820|053.232567|-28.201034|237|459|1990.8|     0|     0|2|     |     |20.12|     |18.69
0617-0035821|053.234320|-28.254987|735|320|1998.4|     0|     0|2|     |     |     |23.28|18.07
0617-0035822|053.236081|-28.293742|176| 70|1983.6|     0|     0|4|     |18.95|20.22|19.52|18.30
0617-0035823|053.241798|-28.236192| 85|180|1978.2|    -2|    60|3|20.55|     |19.92|19.87|
0617-0035824|053.244962|-28.228795| 35|394|1989.3|     0|     0|2|     |     |19.00|19.81|
0617-0035825|053.245145|-28.286575|999|559|1968.8|     0|     0|2|23.26|     |19.03|     |
0617-0035826|053.245853|-28.259545|321|854|1998.4|     0|     0|2|     |     |     |19.53|18.71
0617-0035827|053.246173|-28.298303| 79|294|1983.6|     0|   -50|4|20.53|     |20.26|19.42|18.52
0617-0035828|053.252075|-28.218850| 60|169|1978.1|    -8|    -8|5|18.63|17.84|18.61|17.82|17.82
0617-0035829|053.253409|-28.225037|229|330|1992.8|     0|     0|3|     |     |20.24|19.86|18.61
0617-0035830|053.261820|-28.261742|171| 50|1978.1|    -8|   -14|5|20.62|17.65|19.58|17.85|16.53
