"RA" "DEC"
149.541229222465 2.63212422411277
149.647037172477 2.63287673318975
149.687576359415 2.48781780725269
149.610048924478 2.49416496269409
149.516852249985 2.47741885423624
149.546685233228 2.5423435762441
149.587641956127 2.41286953686061
149.469900311883 2.56772155048501
149.647514006584 2.57546500709289
149.471533236164 2.4562327272094
149.670680259407 2.78807668854299
149.599347204111 2.68914365006677
149.631124581945 2.7015719738997
149.491127969613 2.76404066897518
149.722653851189 2.78463729253566
149.610082672142 2.76313904020193
149.498966616053 2.66943292151685
149.630016845647 2.77302103279417
149.648708662359 2.75553082367003
149.527752400765 2.75301931400525
149.492839441851 1.86340840054444
149.594961605755 1.99180828791269
149.627177056677 1.89411537586912
149.488369796273 1.88611305141064
149.511281461065 2.02440253173816
149.616773324974 1.96569142093783
149.624912719891 1.80799612117091
149.558584743688 1.94725755433163
149.69830572914 2.0001707216333
149.693024662535 1.9525880633126
149.706932110128 2.01246410652413
149.512441978194 2.14397913763192
149.62894551059 2.09518914433557
149.469272624728 2.09238157555122
149.627150259848 2.2299335702179
149.601124425103 2.13280364747693
149.540047412649 2.12919886419052
149.5821211655 1.99326243014814
149.49875433563 2.1752635212555
149.695595906315 2.0001700297779
149.47639207384 2.40565568756188
149.506880051513 2.38954572706468
149.452621386131 2.31865086705348
149.46414181957 2.19466438526197
149.51183155694 2.41558781224594
149.472054813788 2.3107436973612
149.400768564157 2.19976004062426
149.418098835928 2.40600210618968
149.421745287652 2.36563234300865
149.404933821685 2.29517128257774
149.390524450357 1.74730077417169
149.401675260433 1.69985369167346
149.399727532304 1.76351039384301
149.401662242937 1.7270162786605
149.506375940248 1.78725405707758
149.503135453632 1.66001912879234
149.499769122877 1.83853820211815
149.45668897999 1.70095643441091
149.514654328278 1.8273360218847
149.448409398423 1.66900001309985
149.491000080636 2.47244899521572
149.499206183347 2.39304206440011
149.485341453863 2.4427403792256
149.511101801501 2.56969983633119
149.424105994385 2.40000567446707
149.50855241579 2.48091479933649
149.467989559818 2.45448116103974
149.468847071122 2.40031920479584
149.513866682082 2.43567063333477
149.510963408213 2.60240480772561
149.49095940584 2.7681649344372
149.509379911154 2.70172564935443
149.43134292221 2.71214099691059
149.497580259817 2.59323262839551
149.313424366377 2.67065904660271
149.472908094498 2.65225509994104
149.498758122096 2.66934949403812
149.505064517101 2.74950843810508
149.48981492115 2.71263089801557
149.397491271121 2.59830417634604
149.450620114682 2.03833605460875
149.41055956459 2.03711077915495
149.497285331163 1.99802407760233
149.514874130816 2.00578008612051
149.391389899456 2.02464504704779
149.408015295551 1.86454289763484
149.489539354714 1.88036399250702
149.39031879483 1.82729010758088
149.514236865182 1.82891906124835
149.500794290656 1.98044331320061
149.462956864041 2.23478626487623
149.498713006223 2.17438855519807
149.482988642438 1.99360229202812
149.514825787475 2.02227898637125
149.473435328648 2.01009735807996
149.451149591165 2.15970269111556
149.479860088878 2.19375453927827
149.487513466693 2.23638020927596
149.452721875218 2.18657657447675
149.39372358018 2.02614595493306
150.319462882552 2.29933356703387
150.436996587673 2.22210499452654
150.444258621018 2.25306121730971
150.322054327596 2.34329105252824
150.353969185679 2.42957601693351
150.435950176463 2.2034805103778
150.520440147778 2.25591702534768
150.402820232774 2.30048593720717
150.363706690516 2.3029515491346
150.472291880592 2.30584519471605
150.363161256601 1.77913087155343
150.519154994267 1.66628077084822
150.3775888818 1.80583558549099
150.314968027182 1.73884765841448
150.518317588002 1.80680985767955
150.317895532378 1.81005128907621
150.477941889706 1.703535000095
150.398736615222 1.65551112384194
150.39404691659 1.76437748432011
150.429111847272 1.80532748701509
150.520050506257 2.51078283170307
150.328033202631 2.45349640725119
150.395588044211 2.42577650295823
150.543325189211 2.52439965428313
150.388095754642 2.50369215881556
150.354482917803 2.51278168093499
150.35490949646 2.57227897123427
150.471145241336 2.39375985914043
150.322381195347 2.59620007300782
150.553316474468 2.4640246746296
150.303589537554 2.74460882764022
150.541020979304 2.63397593643704
150.375548221774 2.77609209399872
150.311919471053 2.64936520666261
150.303496776942 2.67028172018577
150.38662633891 2.67993217324204
150.32103077515 2.78506013157728
150.323230584769 2.70590075549978
150.318646269374 2.73460732479832
150.49237468517 2.73848177813141
150.478643278446 1.84544077342143
150.369295275665 1.81654449171134
150.389482560726 1.87853848896309
150.326537172455 1.8997547515504
150.443082739538 2.02473241338493
150.517820673875 1.81905910594068
150.368431072982 1.88279147681026
150.516252351617 2.03300742017883
150.556846786684 1.9920401820124
150.309893307236 1.82150991079122
150.390630406756 2.22628094053496
150.3746890929 2.15145125386108
150.450040483719 2.00385657167597
150.361673725667 2.1122454826609
150.335829375085 2.15362398266529
150.443235101473 2.14918815805319
150.328418688066 2.23174948588872
150.339670846434 2.19024813821417
150.425441454401 1.99627826381115
150.428988417646 2.21069021271238
36.2229863575999 -4.23682089380696
36.381965512712 -4.21521705114147
36.292534420802 -4.27141336556524
36.3421209838816 -4.42027994313524
36.2567128348465 -4.36482356030958
36.3129079090091 -4.40198169958527
36.1985469730536 -4.35688067610257
36.2618903724805 -4.21228836078693
36.286109723324 -4.39962176736009
36.2552347324153 -4.43864846477616
36.3198356441174 -5.0217373888275
36.2260571359131 -5.18677434371484
36.3355504051887 -4.96894596177325
36.2420523889471 -5.07343572038337
36.1830607435131 -4.96967586672554
36.1982960470119 -4.92855219416861
36.388124119593 -5.0111500239057
36.3759685487853 -5.09726579321364
36.4237126518917 -5.10614248312891
36.2281580423625 -4.96051762308409
36.4418286102344 -4.65723488908751
36.3677665813817 -4.78664795668664
36.3070115137199 -4.88054590316875
36.2473534413355 -4.72035027644472
36.1789948938414 -4.69403307200396
36.2661325223787 -4.66750144372442
36.3799102271761 -4.86762310593109
36.4289716456637 -4.8732790943339
36.2442006454315 -4.84467657373893
36.4642822582997 -4.81273819525002
36.2265008556251 -4.55622004540764
36.2011520338791 -4.39831739238867
36.385134946672 -4.55515459994365
36.1794324747549 -4.68569992426835
36.3798500397864 -4.60482119836028
36.3559380066459 -4.46586852414142
36.2542346584452 -4.59241022827428
36.1714231992752 -4.58910384518203
36.202956828892 -4.58207429866776
36.1985982936188 -4.4614791680323
36.9906937922439 -4.26071753194122
36.9664830779886 -4.31529738466531
36.939260837113 -4.21122414297818
36.9709156414116 -4.3828737784018
37.0198958963366 -4.37494615900842
36.8972000709514 -4.22351777585428
36.9304401190487 -4.25239027129596
36.9264436837802 -4.23146159276719
36.9910573127168 -4.42720604047628
36.9856118626585 -4.20219696592079
37.0374219729309 -4.93825795681237
36.9513152116791 -5.11605818251874
36.9546709583648 -5.19974298828381
36.981406436314 -5.06067605889884
37.0045388948889 -5.01125181192193
36.9171742498687 -5.18372231735707
36.9972430484149 -5.1912027841833
36.9600413851105 -5.15635753219799
36.9594431218447 -4.92888045133722
36.9786944498091 -5.17230880986997
36.9865390387812 -4.85834439403046
36.9010821313865 -4.78610309206772
36.951983826624 -4.7493426543352
37.042131754028 -4.67995092806441
36.9831829674539 -4.77549024852212
36.9417623778368 -4.78968468601565
36.9893134733821 -4.72543821241756
36.9629359645733 -4.92054220799646
37.0039398656522 -4.9670464543498
36.9093932072035 -4.70966457702273
36.9869598584905 -4.64236008160266
36.9641695732688 -4.4826839821345
37.0462719343912 -4.39299611207712
36.9200278894356 -4.41229461678016
36.953930076513 -4.61688126688202
37.0348124270236 -4.52135842792423
37.005325869204 -4.71124203317579
36.9815903014066 -4.47815070513944
37.0354318660712 -4.67296807534777
36.9452549787839 -4.43945873572954
35.9267787646629 -4.23992841016236
36.2099809381185 -4.42402816646786
36.120702037 -4.33328476235721
36.2132299803761 -4.38769622879334
36.2137532692835 -4.35536668402697
35.9795248533845 -4.23478721000125
35.9631289107965 -4.2877351948519
36.0253440043142 -4.27791860678436
36.1359512478509 -4.37771122702142
36.064882581205 -4.39943242088313
36.1982320841306 -5.1384220736404
36.2103613041849 -5.00375537969231
35.9631714940622 -5.17174337113123
35.999511304371 -5.05850144083535
36.0848384312323 -4.99721241730602
35.9406956099968 -5.17587010338111
36.1805624265315 -4.98045536046356
35.9593822087468 -4.92870325156367
36.0335304521282 -5.13085837737552
36.0456483041236 -5.14968003978667
36.2084522094333 -4.77621988537372
36.1100963648865 -4.68337470778409
35.9187849550046 -4.73862401869857
36.127480948995 -4.73880045597696
35.9662849960837 -4.91231019709739
35.9961482550006 -4.80518178948936
36.1854520668249 -4.68602739501728
36.0223503183271 -4.66072409889828
35.9870131760168 -4.89379620357782
36.1645861458173 -4.72132274827861
35.9904245500558 -4.44281473746491
36.0156909058374 -4.47757276728333
36.1217057173502 -4.51787628313557
36.0547298538972 -4.58920343290742
36.0657124296964 -4.39237692954007
36.2198143526489 -4.55639337925012
35.9518989238355 -4.40600858701158
36.0955996494177 -4.42162863805997
36.2195110880801 -4.53300707640254
36.0803751739128 -4.60123796324767
35.7135363651794 -4.38883780625606
35.9034748595515 -4.20561185237186
35.9510621275361 -4.40439810674766
35.8389109055097 -4.30296524483104
35.6730433630541 -4.22097275183421
35.8664953344453 -4.21551766829763
35.893993102399 -4.37654351905853
35.7040462005769 -4.32756669993973
35.7863693119395 -4.41636745257675
35.8670729699327 -4.35750304204323
35.9196342876212 -5.03200334784865
35.9095679302931 -5.17066898583631
35.743698218411 -5.06686914199275
35.9727446802719 -5.06157677776426
35.7063192899433 -5.02832746810216
35.8246215362798 -4.94722622025115
35.7391457092632 -4.96709536437554
35.7164802129139 -5.06287887135977
35.8811538047613 -5.03019358044545
35.8402390934746 -5.17965360903818
35.7723340622928 -4.71025266023677
35.695349223378 -4.69627849454586
35.8621951486267 -4.92954065587488
35.9139703524157 -4.70451673116781
35.7419781256477 -4.77737425916797
35.9434329290225 -4.75338607817276
35.6775681983389 -4.69889430669582
35.8615516155466 -4.87259785881667
35.8078681891041 -4.76845925889065
35.8287258100373 -4.67000703322521
35.8941494302203 -4.45431588259726
35.874064307885 -4.71231675809879
35.6985817231207 -4.69444427142891
35.9630871780079 -4.4726080604476
35.8218859469502 -4.46757239938477
35.9591796468496 -4.71059947429301
35.9234115991437 -4.64873507909665
35.9684347094934 -4.63259631744822
35.9121486221667 -4.54924550263204
35.7756543523547 -4.65019675871606
35.6921476220791 -4.21402459465556
35.6586129710215 -4.20708843392242
35.4519498100171 -4.30148329530193
35.5126207088338 -4.42636630052735
35.6544625688036 -4.32763392379903
35.4836511473491 -4.21199269564106
35.5646484896383 -4.2658183279042
35.6902046064227 -4.2376336810221
35.698722103145 -4.41084066882693
35.6644144566694 -4.24219466415649
35.5738747880135 -5.10035414251747
35.7258500127563 -5.06332012368224
35.6776512128669 -5.01778050970389
35.6690957894557 -4.92556178675126
35.7056029168003 -5.056938108878
35.5873237172847 -5.15523949261434
35.5077793551213 -4.9823604496348
35.6414382274858 -4.92490153682258
35.508115602786 -5.12119102877604
35.4265734140382 -5.08179913204532
35.5880454063124 -4.69646681458983
35.5214931726603 -4.83591632332067
35.6531577747689 -4.96834296468124
35.4918891186781 -4.72419444155494
35.5608081751338 -4.93063589934601
35.605007674642 -4.80407530287726
35.517531507334 -4.71408317804604
35.627842812976 -4.97968152166076
35.5681078922983 -4.87991318377021
35.6006187536197 -4.90868678186079
35.4867071947178 -4.60352842449315
35.5661338676727 -4.6476917206818
35.5826762160441 -4.54863578582874
35.6401651548135 -4.69940277092549
35.6162142906212 -4.48041080196225
35.5376477686882 -4.58102785915242
35.4446285909357 -4.58713773524691
35.4450228926111 -4.5354164681779
35.4837015520948 -4.43397702280435
35.5826360224225 -4.67696756849123
35.3143151305365 -4.41428829149226
35.4524976492344 -4.4346423229726
35.4763513825452 -4.28887430620683
35.3521113296237 -4.32824629656128
35.4299509879847 -4.23565398555329
35.2605325740541 -4.29505902991496
35.2363133853015 -4.40270992289337
35.4501003785855 -4.45186371386872
35.247904349479 -4.24717063628163
35.2960069717522 -4.33606609344191
35.3193181659333 -5.09000012471423
35.3716941974195 -5.06934648220542
35.2054514574199 -5.03573802275496
35.3227611978572 -5.14761012615888
35.3621709586192 -5.00051256393972
35.3706861893149 -5.09095682270619
35.2446523509282 -5.04847634189913
35.2235918437106 -5.13518673688471
35.4439715118534 -5.12324413389915
35.2643620742244 -4.98254078989021
35.3385741208076 -4.79595327625543
35.4008847268662 -4.92268692748381
35.3109557613464 -4.67411376196838
35.1892750436326 -4.67607062242105
35.3450131328983 -4.6738998459794
35.3712869949663 -4.8627933189074
35.4837493597508 -4.7664164796802
35.3563709044257 -4.73695743169922
35.4163378457287 -4.86291148206424
35.2363293174292 -4.7942550261566
35.2081502464756 -4.46325176227051
35.2679976941516 -4.62260172316311
35.4202836675931 -4.4958040801305
35.2723638860477 -4.56621541076892
35.2344516203406 -4.60531261021199
35.3206909358202 -4.53567420064533
35.2254957270239 -4.56236588729603
35.4239409113741 -4.68141272950544
35.3500406325907 -4.62445700081875
35.387760431739 -4.70824108512083
34.958982018759 -4.44533491052689
35.0978555986606 -4.40553702677246
35.1567381876237 -4.31418450469728
34.9758719277629 -4.2903623566957
35.1416553615173 -4.28673574963601
34.9967584565468 -4.21866334642161
34.986709245341 -4.39791413088144
34.9989491381348 -4.42130933484788
35.1522731465342 -4.33045883532323
34.9375026655198 -4.27683695210852
35.0570306786417 -5.15553662177405
34.960308786156 -5.09285602551266
35.081808810221 -5.04317045131618
35.1726415471717 -4.9568357711589
35.114020960459 -5.18040527223411
35.2394647210052 -5.19707909275443
34.987773785805 -5.05826937182318
34.9370786538752 -5.06144959988284
35.1232226943013 -4.98197554071381
35.1043781254374 -5.07212766570701
34.9524897082317 -4.75953368977003
35.1280398761027 -4.84025959053992
35.167574164503 -4.82811356239264
35.1104322743596 -4.7250857598535
35.1324118738082 -4.90042731269286
34.9868863074218 -4.68122994348129
35.2103207483086 -4.86346589004483
35.1909089778183 -4.76051438609437
35.0304272300634 -4.74759129647548
35.134217338789 -4.75682018140083
35.1048044281839 -4.43265000578543
35.2087557712596 -4.61124691989552
35.1245581387324 -4.68326117315375
35.007776702527 -4.6965220156823
34.9819535704709 -4.57112070918067
35.1475214660046 -4.46989162976639
35.0461230249232 -4.53194367926482
35.2350096720222 -4.60347952436903
35.1304926031472 -4.63504337378123
34.9824960649562 -4.59062002848969
34.8506848633278 -4.42952738211696
34.855727738845 -4.34015316676299
34.6941621147844 -4.35888475480985
34.8844977979377 -4.31206944872807
34.8590739610646 -4.21739601360842
34.8406953130248 -4.38924532549128
34.7963808082492 -4.35970892855125
34.8656866314834 -4.353715440021
34.98877036505 -4.3983043943198
34.8457709008881 -4.26676600913754
34.9502735893266 -5.08862566759736
34.9681330127325 -5.00031260284632
34.9570490412813 -4.98424891130579
34.7426020452084 -5.18329382079492
34.74062400472 -5.10646757352837
34.7187582135594 -4.96517913694817
34.9934896595881 -5.021164803374
34.8394807017978 -4.95369985275557
34.8195256594466 -5.0598376382949
34.9014463298889 -5.18551829598375
34.7252635054418 -4.73554127039591
34.7141988965009 -4.76069318397527
34.9730081026688 -4.9695958936487
34.9321304315014 -4.97639512674967
34.7171675018461 -4.89379531707258
34.7083027669293 -4.84640060762003
34.7488087776732 -4.91566273314865
34.7204908472035 -4.81508421213715
34.6958850574619 -4.83516492203275
34.7553225226649 -4.97510910100956
34.6927417703287 -4.57079942878232
34.871705745155 -4.59297591517823
34.935752088348 -4.57525244424681
34.9817078317493 -4.4544059968129
34.7288586586008 -4.6613854627525
34.7642192921344 -4.42894696325487
34.795956951305 -4.71672888221287
34.816250706445 -4.59970244811144
34.8974955757874 -4.41734573307771
34.7038482979925 -4.41210937850982
34.5719352359921 -4.32952800217295
34.5710181446553 -4.3895155460908
34.6938147836861 -4.22846293278235
34.58461182116 -4.22178821673347
34.4610844230015 -4.22957589170577
34.5629530239259 -4.42149978079334
34.6994913080536 -4.27957032637754
34.5456875538336 -4.22001977514723
34.5274318445124 -4.2521006761807
34.7220822437164 -4.25043201544684
34.5208945278545 -5.19932174585938
34.4903714946308 -4.948096271267
34.6059705664783 -5.09263066770804
34.7187257083069 -5.13960404534973
34.5906444392362 -5.12827053404815
34.7455338782692 -4.95304454649011
34.6705500089901 -5.17903799167107
34.5587327250465 -5.01790852287568
34.7421505545429 -5.18807043331139
34.6221066672597 -4.98972204354394
34.5858087344996 -4.82530528114988
34.6642164981226 -4.70414069242922
34.4834211988107 -4.67418430981693
34.5266836953864 -4.69885284413156
34.6978807810158 -4.93937915598333
34.5631352002355 -4.69468080582733
34.5766698140512 -4.74124822529917
34.7229999068287 -4.96135115587226
34.7319358869881 -4.70016298274381
34.4796742914232 -4.90680886479254
34.6977487389883 -4.4827599971942
34.5537015045959 -4.66583883062749
34.6381442801696 -4.51974295651613
34.5175229684133 -4.5976888181572
34.4582766330066 -4.39097833912229
34.6049186010162 -4.61952260924145
34.6465314675734 -4.58502222591868
34.5335661528033 -4.63970430514623
34.5225491319503 -4.39511957101336
34.6404161696947 -4.44114571497638
36.6633714869016 -4.32876036569002
36.9268267617445 -4.2282955072402
36.6932624469344 -4.41624601276935
36.7358562722429 -4.28610349395641
36.7314500854084 -4.34387102289976
36.950770490418 -4.4144569462798
36.7320962647977 -4.39335586638363
36.6789997463755 -4.38138879812776
36.697936878181 -4.35047842264566
36.8104656042036 -4.3418503461528
36.8926867957146 -4.9860056827344
36.7254310512873 -4.99289062431223
36.8816952690112 -4.95259416025145
36.8290771806 -5.06372585313692
36.6550325504439 -4.92997501716672
36.6914526342967 -5.19834776659816
36.8741875440141 -4.9328931836773
36.9550262972174 -5.15725752631307
36.8481430919848 -5.14932752339005
36.9031369302457 -5.08089839882856
36.89932502178 -4.82587274253036
36.8557101840616 -4.74925963288558
36.8706442353264 -4.83359537408458
36.8111729288913 -4.88419916582149
36.8823169732345 -4.73682184674327
36.8438531983739 -4.72634449136542
36.7330529006174 -4.76887276506299
36.7673827614297 -4.77153225914558
36.7114977702638 -4.74302770099094
36.7708133650936 -4.72864750771794
36.8339592747733 -4.65277232957475
36.7693191813377 -4.5843528134512
36.941552135308 -4.69016077795468
36.9339608672655 -4.44436782706114
36.9394196371896 -4.52427435840156
36.8731872683979 -4.49130135423218
36.7285843536667 -4.39152880265663
36.661699725663 -4.55726293258529
36.759074040017 -4.61719594098595
36.859702791706 -4.6838257003645
34.4293276046076 -4.20420654538795
34.2544946146907 -4.41693820221445
34.4167901789391 -4.38525423190596
34.4558043444001 -4.22295946708558
34.4545907339119 -4.25183919600712
34.2432314609165 -4.21226062693718
34.4770156021598 -4.37506302515289
34.4597414036846 -4.38009382341592
34.3850645983876 -4.33788611764796
34.3153920209708 -4.27540956445283
34.354321820087 -4.96903869314769
34.5046025656833 -5.16652496713331
34.2929504715435 -5.15794000424638
34.4036817077585 -5.09120910878074
34.3205155966448 -5.0165801212853
34.3111767962926 -5.16136216669246
34.4479310705418 -5.104502116049
34.3599305880253 -5.04847622894532
34.2529252898801 -5.15414203227472
34.4600747867309 -5.03886723770218
34.4412051879455 -4.76788399325882
34.2188600376543 -4.85737459127143
34.2129386073483 -4.95356133740749
34.2170177971981 -4.77017047154145
34.3481504217992 -4.86049454804046
34.4231444008527 -4.73541733923712
34.3419185998824 -4.95290943232904
34.5024867809844 -4.74492299566935
34.3169763004263 -4.80734098722295
34.3019316200767 -4.83803047199122
34.2220344061849 -4.4122179964626
34.2572584467113 -4.48958993712621
34.2547257971707 -4.41232876056713
34.4842804146451 -4.39640176603885
34.3470950253118 -4.52856109854748
34.4247757837275 -4.44275309264271
34.4574456465863 -4.49745564705468
34.2788508102096 -4.65608612993766
34.3205948958571 -4.55156890086855
34.4190274073684 -4.59043732162657
34.2612805800485 -4.42172596482816
34.1206870170626 -4.27047625077983
34.2616480063067 -4.37268475704899
34.2281026526132 -4.41339468506671
34.1992406169346 -4.44983416801999
34.0528805007575 -4.32077667849415
34.2364492355583 -4.20669606689832
34.0461414842715 -4.4002339031533
34.0325332674954 -4.41031471699502
34.1673689855195 -4.42900609543545
34.0473767811599 -5.18058796670755
34.1282773400666 -5.037423152563
34.0902102040881 -4.95558990696674
34.1138297341859 -5.01556603693262
34.1408501738638 -4.99362880599243
