"RA" "DEC"
150.270009901203 2.32796452727048
150.293986578233 2.31800347265091
150.292854729032 2.26783731555041
150.34818803417 2.26166290915251
150.313514738678 2.41204121345034
150.27518781395 2.39392151532826
150.149871988922 2.42805483280846
150.144948451354 2.29826438670998
150.153120990162 2.27038926412516
150.325848391661 2.33820722148611
150.275116096816 1.720727723483
150.30729209422 1.69143545641887
150.228099078494 1.75102066901126
150.342492106729 1.8224644011917
150.329640259795 1.73517965756088
150.137267705252 1.73464992977521
150.146272055651 1.76073150645364
150.159402442807 1.7461904735942
150.346148238231 1.74296882338353
150.347863865944 1.78538246880352
150.095572227948 2.5315942720815
150.149289446653 2.48730364460319
150.232910753075 2.51358980727154
150.281753098515 2.55604125550838
150.343894679307 2.54519891537982
150.332770322176 2.62273846886583
150.182277483838 2.46605291552014
150.344723137348 2.50820025801172
150.136443675567 2.45038804526222
150.345626341326 2.41516112009147
150.290938361804 2.63903566911404
150.306962516124 2.69998723687554
150.219616098784 2.65162618146506
150.098448134775 2.68616971691563
150.178654613846 2.59629863510889
150.327390679345 2.62819738330941
150.347971924715 2.7493089348839
150.322323948893 2.78551818936496
150.293959384027 2.78964734681535
150.236434522567 2.76753190944055
150.134685842013 1.94322472770915
150.301186647661 1.86821710971872
150.347036777422 1.8281302026184
150.099667664797 1.79927125678702
150.1403145609 1.97676572772381
150.318078878659 1.93275474027657
150.345129179721 1.89312763114937
150.31231024953 1.8149266484234
150.342979452284 2.01191638045388
150.101417261416 1.92168356851176
150.249477518358 2.15300896454381
150.284960859081 2.15492211337677
150.347658194118 2.07183143843751
150.240960739749 2.02359387388224
150.337289124819 2.15637374987878
150.329219141505 1.99716850689953
150.191812522168 2.16284622584682
150.262031554319 2.18971602268827
150.178135694143 2.15222185584305
150.257014782342 2.0503839291162
150.122138104915 2.20443141909069
150.140026868483 2.2375145685662
149.9863964038 2.39346623228945
149.950470524055 2.19838056252663
150.022472124721 2.34701130710504
149.977486002225 2.24367484355462
149.93543424876 2.40741855992358
150.108961279738 2.28684801659701
150.135441877305 2.3808057131395
149.968633090778 2.37346470536872
149.995080866384 1.75389489881786
150.122094402231 1.68665355351259
150.108047002658 1.72490068676998
150.024974004626 1.66986117148053
149.964853980233 1.80788960493491
149.922644002817 1.66931214061268
150.006798454761 1.69710797128141
150.130598156751 1.72977531810587
149.897286541696 1.77000995110788
150.021341454702 1.76681230012118
149.893980130949 2.41845387104918
149.916686490678 2.58082689831693
149.954592714125 2.63632924376421
149.959061459722 2.58087449972789
149.969297827876 2.39875609610292
150.090774685819 2.6059661062249
149.973043144436 2.4812131227303
149.888322054408 2.60273761135932
149.886358981589 2.6208611785813
149.998354813493 2.52288104619972
149.939147558285 2.7434438068155
149.983499848654 2.60754262216335
150.066038608764 2.68875196070561
149.954346552122 2.59866468587611
150.004926535344 2.76194997646461
149.975020167168 2.74299028237179
149.893535576262 2.60261354882133
149.944997405385 2.65528506896193
150.000965184263 2.7441179570047
149.940476881957 2.78977260200201
149.890188824297 1.84458832458851
149.951924842534 1.86630254866338
150.044088808547 2.03034698380345
150.012194953209 2.01672039860189
149.94733349405 1.91659209302149
149.920626985967 1.7933445074771
149.889386819342 1.91000228473821
149.967425524463 1.93805172808333
149.980979878589 1.88117949626389
149.935922151905 1.82180292903054
149.889736127151 2.08037368421785
149.987598482393 1.99505227946375
149.894348699683 2.18379005774514
149.909980719599 2.2135420904417
150.014942756104 2.07376172523861
149.889645372888 2.12883148793905
149.905418215891 2.04254300295092
149.959140601643 2.22592306201714
149.897803345297 2.22574859176962
150.019438966039 2.17709498823848
150.632967053765 2.22325779840807
150.550695368822 2.19890996576904
150.619793663566 2.35309032851598
150.660136198003 2.29461976647534
150.51767122323 2.34791523833975
150.653860798908 2.35216101216155
150.674650327793 2.19357737805004
150.699238445256 2.27256390066777
150.67433798361 2.36161080033784
150.697503800137 2.2080679423211
150.665292903789 1.69149223703345
150.608142444667 1.66867694541591
150.667056148265 1.83876801734406
150.514956696499 1.70902716019051
150.52232336285 1.66869651752378
150.517986604629 1.81605927682103
150.693019522655 1.82505275253479
150.607853419527 1.80341314064666
150.577753316805 1.65364445862065
150.688256888649 1.79689031004784
150.543240062351 2.51840003565421
150.641232178092 2.48732479751885
150.607549627963 2.39963421308832
150.633237432095 2.40179131146429
150.657422547285 2.62988964001158
150.576135688775 2.62542257879611
150.670807090914 2.39773517401952
150.611411657609 2.60236951426822
150.567367099146 2.59176184485831
150.684804469367 2.47176623379215
150.674693096156 2.64171413676603
150.630943550633 2.76296879990443
150.617673655572 2.74468519830461
150.683707277762 2.65679173294588
150.599307658629 2.70215612130387
150.699840281408 2.6383696335302
150.655678521273 2.65092989420642
150.62166946891 2.59724089895447
150.68776200527 2.78964718869822
150.589603022999 2.74452997208431
150.638028488183 1.91264628675419
150.516825399715 1.83826638156032
150.560524985751 2.02412120373962
150.516110472404 1.81485144313201
150.640664926264 1.94172693880355
150.646648730949 2.00530468412642
150.657323563677 1.89764138407731
150.697476222776 1.81646880387988
150.602606244854 1.81849664197298
150.583856130549 1.97574185425895
150.691376254508 2.21165347616834
150.654896745239 2.21875016875414
150.676063193552 2.0699996220762
150.677710022817 2.12557953040987
150.585123627839 2.02932239699539
150.653302071539 2.07442393675106
150.638762840539 2.22392240006182
150.677765929481 2.16332766603277
150.560015629889 1.99362259769505
150.661842550412 2.05800518397591
149.926051551556 2.40408401196876
149.858601967954 2.25940857871627
149.853734980405 2.42969640280492
149.678521694061 2.36319542312477
149.930245203161 2.21675308514853
149.770256936239 2.20418293058602
149.753404875462 2.23255335362416
149.880243987526 2.25557895525551
149.795099119334 2.43805848052522
149.926447909153 2.23896081092364
149.757213987494 1.82527597400962
149.809748118891 1.77478888526267
149.877475291446 1.83875361134416
149.701151913755 1.6601955729931
149.697629437113 1.73622860818199
149.789093948832 1.67812690499938
149.784337794935 1.69820749277993
149.684871121638 1.74859959931996
149.726672778008 1.77169016991626
149.682815420976 1.79422025785005
149.761507947634 2.52446299161781
149.709398266203 2.44711827959233
149.782287184033 2.47913717326438
149.86091406937 2.63702186055441
149.798653373702 2.3933939687013
149.72427998919 2.46991338070297
149.807514780186 2.49489266912306
149.887014534429 2.42636919904956
149.732169670843 2.43962528766411
149.709427695964 2.49207450284966
149.912052008431 2.61690752813306
149.682954311674 2.60718349047597
149.89301220561 2.75526825839195
149.786476918448 2.76857540187058
149.708252241137 2.67272808971995
149.897165027981 2.59682283965726
149.820645873726 2.73446300392861
149.874799603888 2.65868978529628
149.682964495149 2.71559004132503
149.874385518901 2.64014933778714
149.677914804654 2.01637308300538
149.679051674864 1.8358829282233
149.924874831131 1.82513496012636
149.907406041647 1.84071560465036
149.708326048582 1.79372615845218
149.867221313139 1.83329415046138
149.831965958211 1.99311614213576
149.865910515007 1.9435812716003
149.893130945768 1.96245958905502
149.893978504571 1.87021268828364
149.763245471047 2.23180576146015
149.916733014571 2.23341789075747
149.744460071901 2.15251114733397
149.906690118537 2.1887917941821
149.682601747984 2.09891311747512
149.744114856378 2.19921840378084
149.798694525686 2.00456808232588
149.911504655419 2.04733539019136
149.886115537704 2.03674878201155
149.850511674316 2.03028509913462
149.552074024833 2.40810556038043
149.615191181001 2.33188377516455
149.517339101725 2.40738247236548
149.638478740115 2.2693525584919
149.515553613183 2.28518087966551
149.475889399741 2.31395355085537
149.580070152445 2.24816638513032
149.582431334787 2.40770113018415
149.558213778863 2.27011547572751
149.616323351434 2.43733739828564
149.542148164508 1.65415665805823
149.601424873069 1.74574553888239
149.69804883024 1.72706289273397
149.602373966261 1.77353470110066
149.645001730617 1.81570916144898
149.697220050597 1.70977273121458
149.710670844774 1.7551464491299
149.574216998701 1.83310447325666
149.600981293382 1.82319652291956
149.680660530272 1.75089008605219
